,plant_name,agent,basin,capacity,start_time,plant_id,phase,type,primary,auction,geometry
2557,Calama - BBF RO,"Amazonbio - Indústria e Comércio de Biodiesel da Amazônia Ltda., BBF Rondônia Geração de Energia Ltda., Ailton Siqueira Consultoria Ltda.",,1.694,2019-06-25,UTE.PE.RO.034416-8,operation,fossil_thermal,Diesel oil,,POINT (-6998965.6070056 -892813.2382675654)
2558,Sucundurí,Companhia Energética do Amazonas - CEAM,,0.1,2019-06-25,UTE.PE.AM.029485-3,operation,fossil_thermal,Diesel oil,,POINT (-6666441.857403835 -801263.2230848579)
2559,Fernando Gasparian (Antiga Nova Piratininga),Petróleo Brasileiro S.A.,,386.08,2004-12-31,UTE.GN.SP.028191-3,operation,fossil_thermal,Natural gas,,POINT (-5196239.207457291 -2638148.2213372625)
2560,Pampa Sul,Usina Termelétrica Pampa Sul S.A.,,345.0,2019-06-28,UTE.CM.RS.032282-2,operation,fossil_thermal,Mineral coal,,POINT (-5986653.112187793 -3501101.083994844)
2561,CENPES - Petrobrás,Petróleo Brasileiro S.A.,,16.065,2011-09-21,UTE.GN.RJ.028773-3,operation,fossil_thermal,Natural gas,,POINT (-4808838.869566905 -2549106.095689361)
2562,Itacoatiara,Amazonas Distribuidora de Energia S.A.,,29.7,1978-01-01,UTE.PE.AM.001157-6,operation,fossil_thermal,Diesel oil,,POINT (-6506190.923522534 -348893.87683878443)
2563,Maici ? BBF RO,"Amazonbio- Indústria e Comércio de Biodiesel da Amazônia Ltda., BBF Rondônia Geração de Energia Ltda., Ailton Siqueira Consultoria Ltda.",,0.077,2019-06-25,UTE.PE.RO.034419-2,operation,fossil_thermal,Diesel oil,,POINT (-6987833.657926275 -893091.5369945483)
2564,Jorge Lacerda I e II,Tractebel Energia S.A.,,232.0,1965-03-01,UTE.CM.SC.001260-2,operation,fossil_thermal,Mineral coal,,POINT (-5450266.277723238 -3166933.326742195)
2565,Campos (Antiga Roberto Silveira),Furnas Centrais Elétricas S/A.,,30.0,1968-12-01,UTE.GN.RJ.027935-8,operation,fossil_thermal,Natural gas,,POINT (-4600671.421783484 -2417363.263198214)
2566,Global I,Candeias Energia S.A.,,148.8,2010-05-07,UTE.PE.BA.029653-8,operation,fossil_thermal,Fuel oil,,POINT (-4283709.437796898 -1417120.5420908977)
2567,Copebrás Catalão,Copebrás Ltda,,14.8,2003-06-01,UTE.PE.GO.029262-1,operation,fossil_thermal,Other petroleum energetics,,POINT (-5335825.338982267 -2022230.9457648033)
2568,Zé Açu,Amazonas Distribuidora de Energia S.A.,,0.2,2006-11-01,UTE.PE.AM.027546-8,operation,fossil_thermal,Diesel oil,,POINT (-6303626.1152455015 -297910.3796083113)
2569,Metalsider,Metalsider Ltda.,,8.8,2010-09-02,UTE.CM.MG.030256-2,operation,fossil_thermal,Blast furnace gas,,POINT (-4921791.745126021 -2223164.2406679573)
2570,Alcoa Beneficiamento,Petrobrás Distribuidora S.A.,,9.828,2010-06-19,UTE.PE.PA.030167-1,operation,fossil_thermal,Diesel oil,,POINT (-6253040.958782825 -279411.394459365)
2571,Refinaria de Paulínea - REPLAN,Petróleo Brasileiro S.A. - Petrobrás,,106.67,1976-01-01,UTE.PE.SP.002200-4,operation,fossil_thermal,Refinery gas,,POINT (-5245248.342866976 -2529693.2010094174)
2572,Envira - CGA,"Aggreko Energia Locação de Geradores Ltda, Brasil Bio Fuels S.A, Amazonbio ? Indústria e Comércio de Biodiesel da Amazônia Ltda.",,4.095,2019-08-03,UTE.PE.AM.035821-5,operation,fossil_thermal,Diesel oil,,POINT (-7795673.018147431 -828309.7777071703)
2573,Porto de Moz - CEPA,"Guascor do Brasil Ltda., SoEnergy Sistemas Internacionais de Energia S.A.",,8.04,2017-02-01,UTE.PE.PA.035721-9,operation,fossil_thermal,Diesel oil,,POINT (-5815144.336790513 -194623.03168019457)
2574,Cooperativa Agroindustrial Copagril,Cooperativa Agroindustrial Copagril,,5.44,2013-10-15,UTE.PE.PR.032489-2,operation,fossil_thermal,Diesel oil,,POINT (-6022713.814229341 -2733859.724325074)
2575,Nova Olinda do Norte,Amazonas Distribuidora de Energia S.A.,,9.164,2002-11-01,UTE.PE.AM.001571-7,operation,fossil_thermal,Diesel oil,,POINT (-6578116.087039404 -434115.09209956945)
2576,Sistema de Cogeração da  RECAP,Petróleo Brasileiro S.A.,,22.5,2010-01-09,UTE.PE.SP.027902-1,operation,fossil_thermal,Refinery gas,,POINT (-5172643.321942806 -2631457.8059494277)
2577,Autazes - VPTM,VP FlexGen Brazil SPE Ltda.,,11.066,2020-02-18,UTE.PE.AM.037737-6,operation,fossil_thermal,Diesel oil,,POINT (-6582708.016591224 -401384.0694622086)
2578,Santa Rita do Weil,Amazonas Distribuidora de Energia S/A,,1.05,2011-01-13,UTE.PE.AM.029213-3,operation,fossil_thermal,Diesel oil,,POINT (-7730162.870607547 -500249.7168245917)
2579,Macaíba (Antiga Termo Toalia),Coteminas S.A.,,5.68,2008-07-10,UTE.GN.RN.028324-0,operation,fossil_thermal,Natural gas,,POINT (-3934535.5888765366 -651665.3750066996)
2580,Mauá,Amazonas Geração e Transmissão de Energia S.A,,462.564,1973-07-01,UTE.PE.AM.002952-1,operation,fossil_thermal,Fuel oil,,POINT (-6671388.042199467 -347080.09739096207)
2581,Boa Vista do Ramos + Cametá - COE,Oliveira Energia Geração e Serviços Ltda.,,5.914,2019-12-25,UTE.PE.AM.037703-1,operation,fossil_thermal,Diesel oil,,POINT (-6410480.308752943 -330103.9076615982)
2582,Melgaço,Centrais Elétricas do Pará S/A.,,0.72,1999-01-01,UTE.PE.PA.027090-3,operation,fossil_thermal,Diesel oil,,POINT (-5644545.209057524 -200147.33588354627)
2583,Limoeiro,Amazonas Distribuidora de Energia S.A.,,1.425,1998-08-01,UTE.PE.AM.001329-3,operation,fossil_thermal,Diesel oil,,POINT (-7458102.275156875 -209292.34615469511)
2584,Uruguaiana,AES Uruguaiana Empreendimentos Ltda.,,639.9,2000-12-01,UTE.GN.RS.002913-0,operation,fossil_thermal,Natural gas,,POINT (-6344157.286587738 -3312856.7655585376)
2585,Ipatinga,Usina Térmica Ipatinga S/A,,40.0,1986-01-01,UTE.GN.MG.001137-1,operation,fossil_thermal,Blast furnace gas,,POINT (-4734143.491244621 -2166723.6448144726)
2586,CNH Costa Marques,"Central Administração e Participações S.S Ltda., Rovema Energia S.A.",,6.74,2016-07-08,UTE.PE.RO.032289-0,operation,fossil_thermal,Diesel oil,,POINT (-7149215.997471009 -1384165.1018091291)
2587,Palmeiras de Goiás,Central Energética Palmeiras S/A,,175.56,2012-07-17,UTE.PE.GO.001946-1,operation,fossil_thermal,Diesel oil,,POINT (-5556510.045014303 -1870836.4382859499)
2588,Itaú Unibanco - Tatuapé,Itaú Unibanco S.A,,8.0,2009-12-01,UTE.PE.SP.030922-2,operation,fossil_thermal,Diesel oil,,POINT (-5183218.686035947 -2619212.637360566)
2589,Termocabo,Termocabo S.A.,,49.725,2002-09-19,UTE.GN.PE.028326-6,operation,fossil_thermal,Natural gas,,POINT (-3898914.5421620025 -920491.4199032815)
2590,Lindóia - COE,Oliveira Energia Geração e Serviços Ltda.,,5.427,2020-07-09,UTE.PE.AM.037696-5,operation,fossil_thermal,Diesel oil,,POINT (-6572605.247485055 -324294.33256891195)
2591,Campo Maior,Enguia GEN PI Ltda,,13.12,2002-07-29,UTE.PE.PI.028537-4,operation,fossil_thermal,Diesel oil,,POINT (-4695855.820303222 -539053.3536058235)
2592,CNH Pacarana,"Central  Administração e Participações S.S Ltda., Rovema Energia S.A.",,2.2,2017-11-14,UTE.PE.RO.032300-4,operation,fossil_thermal,Diesel oil,,POINT (-6773053.898068231 -1225038.8567958262)
2593,Aveiro - CEPA,"Guascor do Brasil Ltda., SoEnergy Sistemas Internacionais de Energia S.A.",,1.2,2017-02-01,UTE.PE.PA.035710-3,operation,fossil_thermal,Diesel oil,,POINT (-6159298.537398399 -401556.3289158099)
2594,Lábrea - COE,Oliveira Energia Geração e Serviços Ltda.,,19.697,2020-04-30,UTE.PE.AM.037715-5,operation,fossil_thermal,Diesel oil,,POINT (-7210972.649596073 -810541.0222577498)
2595,Gabriel Passos,Petróleo Brasileiro S.A.,,57.22,2003-11-01,UTE.PE.MG.028596-0,operation,fossil_thermal,Other petroleum energetics,,POINT (-4908692.833743772 -2222634.0949513945)
2596,Pamesa,Pamesa do Brasil S.A.,,4.072,2005-04-02,UTE.GN.PE.029189-7,operation,fossil_thermal,Natural gas,,POINT (-3900466.74117793 -922823.4267577021)
2597,Itapuru - COE,Oliveira Energia Geração e Serviços Ltda.,,1.412,2020-07-08,UTE.PE.AM.037716-3,operation,fossil_thermal,Diesel oil,,POINT (-6879987.86067375 -477535.0123542134)
2598,Terra Santa ? CEPA,"Guascor do Brasil Ltda., SoEnergy Sistemas Internacionais de Energia S.A.",,5.24,2017-02-01,UTE.PE.PA.035728-6,operation,fossil_thermal,Diesel oil,,POINT (-6288158.838949943 -234265.30375274477)
2599,Guajará,Amazonas Distribuidora de Energia S.A.,,1.28,2009-09-30,UTE.PE.AM.001060-0,operation,fossil_thermal,Diesel oil,,POINT (-8080013.9283105675 -840016.910476604)
2600,Alumar,Consórcio de Alumínio do Maranhão ? ALUMAR,,75.2,2009-10-20,UTE.CM.MA.029591-4,operation,fossil_thermal,Mineral coal,,POINT (-4937129.947028599 -301314.8286409221)
2601,Rolim de Moura do Guaporé ? BBF RO,"Amazonbio - Indústria e Comércio de Biodiesel da Amazônia Ltda., BBF Rondônia Geração de Energia Ltda., Ailton Siqueira Consultoria Ltda.",,0.662,2019-06-25,UTE.PE.RO.034424-9,operation,fossil_thermal,Diesel oil,,POINT (-6932730.505419505 -1456708.2965560292)
2602,Santa Rosa do Purus ? BBF Acre,"BBF Rondonia Geração de Energia Ltda., Amazonbio - Industria e Comercio de Biodiesel da Amazonia Ltda., Ailton Siqueira Consultoria Ltda - ME",,2.0552,2016-09-15,UTE.PE.AC.034415-0,operation,fossil_thermal,Diesel oil,,POINT (-7846196.840687623 -1050952.7326203056)
2603,Suape II,Energética Suape II S.A.,,381.255,2013-01-24,UTE.PE.PE.029719-4,operation,fossil_thermal,Fuel oil,,POINT (-3900466.74117793 -922823.4267577021)
2604,Porto do Pecém II,Pecém II Geração de Energia S.A.,,365.0,2013-10-18,UTE.CM.CE.030098-5,operation,fossil_thermal,Mineral coal,,POINT (-4326553.360170681 -399842.13354673923)
2605,Potiguar III,Companhia Energética Potiguar S.A.,,66.4,2009-03-03,UTE.PE.RN.029556-6,operation,fossil_thermal,Diesel oil,,POINT (-3930095.4873102945 -653312.9034704379)
2606,Parauá - COE,Oliveira Energia Geração e Serviços Ltda.,,1.1875,2020-01-16,UTE.PE.AM.037712-0,operation,fossil_thermal,Diesel oil,,POINT (-6623638.165003469 -354760.2971181285)
2607,Amapá II,Companhia de Eletricidade do Amapá,,7.5,1994-01-01,UTE.PE.AP.000085-0,operation,fossil_thermal,Diesel oil,,POINT (-5654127.911759104 227850.8028510561)
2608,Barcelos,Amazonas Distribuidora de Energia S.A.,,5.26,2002-08-01,UTE.PE.AM.000201-1,operation,fossil_thermal,Diesel oil,,POINT (-7004852.451739833 -108285.5459765864)
2609,Araucária,U.E.G Araucária Ltda.,,484.15,2002-09-27,UTE.GN.PR.027733-9,operation,fossil_thermal,Natural gas,,POINT (-5494269.381309236 -2848477.023752324)
2610,Atalaia do Norte,Amazonas Distribuidora de Energia S.A.,,1.52,1994-11-01,UTE.PE.AM.000168-6,operation,fossil_thermal,Diesel oil,,POINT (-7813291.227009937 -486038.428510035)
2611,Pauini - COE,Oliveira Energia Geração e Serviços Ltda.,,5.914,2020-01-21,UTE.PE.AM.037706-6,operation,fossil_thermal,Diesel oil,,POINT (-7457749.4175292635 -858895.5823636405)
2612,CNH Vale do Anari,"Central Administração e Participações S.S Ltda., Rovema Energia S.A.",,4.84,2016-07-08,UTE.PE.RO.032294-6,operation,fossil_thermal,Diesel oil,,POINT (-6920268.911369069 -1098043.0883649036)
2613,EnergyWorks Corn Products Balsa,Energyworks do Brasil Ltda.,,9.119,2002-12-01,UTE.GN.PR.028077-1,operation,fossil_thermal,Natural gas,,POINT (-5525468.019243433 -2848077.884935097)
2614,Araras - COE,Oliveira Energia Geração e Serviços Ltda.,,1.412,2020-02-11,UTE.PE.AM.037724-4,operation,fossil_thermal,Diesel oil,,POINT (-6830885.992899971 -380762.68059409485)
2615,Fortaleza,Central Geradora Termelétrica Fortaleza S.A.,,326.601,2003-12-27,UTE.GN.CE.028357-6,operation,fossil_thermal,Natural gas,,POINT (-4326555.668936923 -409779.4181035183)
2616,MRN UG I (Antiga Porto Trombetas),Mineração Rio do Norte S/A,,15.3,1978-05-01,UTE.PE.PA.002130-0,operation,fossil_thermal,Fuel oil,,POINT (-6217920.984028164 -196146.0186806195)
2617,Edifício Rochaverá,Rochaverá Desenvolvimento Imobiliário Ltda.,,5.47,2008-09-21,UTE.PE.SP.030154-0,operation,fossil_thermal,Diesel oil,,POINT (-5198734.953705448 -2629663.580660724)
2618,Aracati,Enguia GEN CE Ltda.,,11.48,2002-04-25,UTE.PE.CE.028531-5,operation,fossil_thermal,Diesel oil,,POINT (-4204538.549404733 -506847.3161360754)
2619,Tambaqui,Breitener Tambaqui S/A,,93.0368,2006-01-12,UTE.PE.AM.029276-1,operation,fossil_thermal,Fuel oil,,POINT (-6680898.746237388 -344862.6739148032)
2620,Termoceará,Petróleo Brasileiro S.A. - PETROBRAS,,220.0,2002-07-06,UTE.GN.CE.028358-4,operation,fossil_thermal,Natural gas,,POINT (-4327174.170491801 -411047.21964283753)
2621,Heringer,Fertilizantes Heringer S.A.,,6.0,2010-02-05,UTE.PE.PR.029927-8,operation,fossil_thermal,Other petroleum energetics,,POINT (-5412353.88827371 -2846078.355224589)
2622,RJR,Light Esco Prestação de Serviços S.A.,,12.03,2014-02-18,UTE.GN.RJ.031153-7,operation,fossil_thermal,Natural gas,,POINT (-4827441.147292128 -2552847.561474726)
2623,Cametá,Amazonas Distribuidora de Energia S/A,,0.429,1992-09-01,UTE.PE.AM.002998-0,operation,fossil_thermal,Diesel oil,,POINT (-6351949.650943267 -310471.13572531636)
2624,São Gabriel da Cachoeira,Amazonas Distribuidora de Energia S.A.,,8.78,2000-05-01,UTE.PE.AM.027073-3,operation,fossil_thermal,Diesel oil,,POINT (-7468393.715215207 -14409.689592092162)
2625,Torre Santander,Banco Santander Brasil S.A,,8.934,2009-04-01,UTE.PE.SP.031073-5,operation,fossil_thermal,Diesel oil,,POINT (-5190454.452826192 -2620851.5075056315)
2626,Pedras Negras ? BBF RO,"Amazonbio - Indústria e Comércio de Biodiesel da Amazônia Ltda., BBF Rondônia Geração de Energia Ltda., Ailton Siqueira Consultoria Ltda.",,0.232,2019-06-25,UTE.PE.RO.034423-0,operation,fossil_thermal,Diesel oil,,POINT (-7002284.586602973 -1430573.3740905726)
2627,U-50,Petróleo Brasileiro S.A. Petrobrás,,150.0,2015-10-27,UTE.PE.PE.030438-7,operation,fossil_thermal,Fuel oil,,POINT (-3899522.018411875 -933519.0510778613)
2628,Carauari,Amazonas Distribuidora de Energia S.A.,,5.456,1999-11-01,UTE.PE.AM.000671-8,operation,fossil_thermal,Diesel oil,,POINT (-7446871.947032282 -542929.894238672)
2629,Castanho I - COE,Oliveira Energia Geração e Serviços Ltda.,,15.801,2020-05-30,UTE.PE.AM.037718-0,operation,fossil_thermal,Diesel oil,,POINT (-6668962.841784302 -379704.47517690546)
2630,Mauá Parte III Bloco Iranduba,Amazonas Geração e Transmissão de Energia S.A.,,50.0,2010-11-16,UTE.PE.AM.030274-0,operation,fossil_thermal,Diesel oil,,POINT (-6731593.642344644 -344101.8670888689)
2631,Barreirinha,Amazonas Distribuidora de Energia S.A,,2.982,1992-04-01,UTE.PE.AM.000230-5,operation,fossil_thermal,Diesel oil,,POINT (-6352613.7697783215 -312396.42101275414)
2632,Codajás,Amazonas Geração e Transmissão de Energia S.A.,,4.57,1985-01-24,UTE.GN.AM.000788-9,operation,fossil_thermal,Natural gas,,POINT (-6905642.76792893 -421127.8224780391)
2633,CNH União Bandeirantes,"Central Administração e Participações S.S Ltda., Rovema Energia S.A.",,6.72,2016-05-24,UTE.PE.RO.032284-9,operation,fossil_thermal,Diesel oil,,POINT (-7182240.779776787 -1079891.8268999676)
2634,Tefé,Amazonas Distribuidora de Energia S/A,,16.482,1983-02-01,UTE.PE.AM.002829-0,operation,fossil_thermal,Diesel oil,,POINT (-7198008.727790587 -372970.7959142544)
2635,Santa Cruz do Arari ? CEPA,"Guascor do Brasil Ltda., SoEnergy Sistemas Internacionais de Energia S.A.",,1.6,2017-02-02,UTE.PE.PA.035724-3,operation,fossil_thermal,Diesel oil,,POINT (-5474768.471985215 -79981.05583878016)
2636,Senador Arnon Afonso Farias de Mello (Floresta),Boa Vista Energia S.A.,,85.992,1990-01-01,UTE.PE.RR.000961-0,operation,fossil_thermal,Diesel oil,,POINT (-6758417.791533665 314907.78727791214)
2637,Suzano,Suzano Papel e Celulose S.A.,,39.9,1973-08-01,UTE.GN.SP.002787-1,operation,fossil_thermal,Natural gas,,POINT (-5151704.504990095 -2620731.997571983)
2638,Axinim,Amazonas Distribuidora de Energia S.A.,,0.9,1998-09-01,UTE.PE.AM.000181-3,operation,fossil_thermal,Diesel oil,,POINT (-6609097.789334807 -450342.7809274253)
2639,Jesus Soares Pereira (Antiga Vale do Açú),Petróleo Brasileiro S.A. - PETROBRAS,,322.96715,2008-09-10,UTE.GN.RN.028225-1,operation,fossil_thermal,Natural gas,,POINT (-4098629.040814721 -599177.1591947878)
2640,Codajás Mirim,Amazonas Distribuidora de Energia S.A.,,0.08,2019-12-20,UTE.PE.AM.029493-4,operation,fossil_thermal,Diesel oil,,POINT (-7014015.035573714 -394755.30737247405)
2641,Afuá - CEPA,"Guascor do Brasil Ltda., SoEnergy Sistemas Internacionais de Energia S.A.",,5.04,2017-02-01,UTE.PE.PA.035706-5,operation,fossil_thermal,Diesel oil,,POINT (-5609016.059254314 -17441.090313129516)
2642,Alunorte,Alumina do Norte do Brasil S.A.,,103.854,2007-09-26,UTE.CM.PA.028916-7,operation,fossil_thermal,Mineral coal,,POINT (-5424880.269154592 -171587.43553058)
2643,CNH Alvorada do Oeste,"Central Administração e Participações S.S Ltda., Rovema Energia S.A.",,6.74,2016-07-08,UTE.PE.RO.032285-7,operation,fossil_thermal,Diesel oil,,POINT (-6932606.821672871 -1261806.4281417537)
2644,Jordão ? BBF Acre,"Ailton Siqueira Consultoria Ltda., Amazonbio - Indústria e Comércio de Biodiesel da Amazonia Ltda., BBF Rondonia Geração de Enerfia Ltda.",,2.044,2016-09-15,UTE.PE.AC.034414-1,operation,fossil_thermal,Diesel oil,,POINT (-8002077.906918455 -1050206.6294293085)
2645,Lábrea,Amazonas Distribuidora de Energia S.A.,,6.3,1993-01-01,UTE.PE.AM.001291-2,operation,fossil_thermal,Diesel oil,,POINT (-7212791.795645228 -808828.8670409892)
2646,Assis Brasil - TECG,Tecnogera Locação e Transformação de Energia S.A.,,2.2,2016-08-13,UTE.PE.AC.034375-7,operation,fossil_thermal,Diesel oil,,POINT (-7743768.853179667 -1218154.2354281025)
2647,Novo Aripuanã,Amazonas Distribuidora de Energia S.A.,,7.67,2005-10-01,UTE.PE.AM.000145-7,operation,fossil_thermal,Diesel oil,,POINT (-6721519.426019953 -570029.9271896427)
2648,Coari - CEA,Guascor do Brasil Ltda.,,38.772,2020-01-03,UTE.GN.AM.037683-3,operation,fossil_thermal,Natural gas,,POINT (-7029781.965570773 -462585.90457724547)
2649,EnergyWorks Corn Products Mogi,Energyworks do Brasil Ltda.,,30.775,2003-04-01,UTE.GN.SP.028076-3,operation,fossil_thermal,Natural gas,,POINT (-5225559.540268748 -2490439.653481766)
2650,Cucuí,Amazonas Distribuidora de Energia S.A.,,0.72,2006-09-01,UTE.PE.AM.027152-7,operation,fossil_thermal,Diesel oil,,POINT (-7467259.629201074 -14027.3317428276)
2651,CNH Izidolandia,"Central Administração e Participações S.S Ltda., Rovema Energia S.A.",,0.88,2013-10-18,UTE.PE.RO.032299-7,operation,fossil_thermal,Diesel oil,,POINT (-6885453.029514562 -1350503.2316010098)
2652,Copatana,Amazonas Distribuidora de Energia S.A.,,0.09,2009-09-30,UTE.PE.AM.029702-0,operation,fossil_thermal,Diesel oil,,POINT (-7450362.43634648 -316886.50736807316)
2653,Canutama - COE,Oliveira Energia Geração e Serviços Ltda.,,5.427,2019-12-12,UTE.PE.AM.037722-8,operation,fossil_thermal,Diesel oil,,POINT (-7167350.656635767 -726294.4247235892)
2654,Termomanaus,Centrais Elétricas de Pernambuco S.A.,,143.04,2009-06-18,UTE.PE.PE.029562-0,operation,fossil_thermal,Diesel oil,,POINT (-3898271.2837089724 -875057.2520542898)
2655,Faro - CEPA,"Guascor do Brasil Ltda., SoEnergy Sistemas Internacionais de Energia S.A.",,1.992,2017-02-01,UTE.PE.PA.035714-6,operation,fossil_thermal,Diesel oil,,POINT (-6316514.13630522 -241533.40840978548)
2656,Açominas,Gerdau Açominas S.A.,,102.89,2002-08-01,UTE.CM.MG.000019-1,operation,fossil_thermal,Blast furnace gas,,POINT (-4861930.985601365 -2284788.9555967)
2657,Potiguar,Companhia Energética Potiguar S.A.,,53.12,2009-03-03,UTE.PE.RN.028655-9,operation,fossil_thermal,Diesel oil,,POINT (-3928833.5572061995 -653514.5154247272)
2658,Alterosa,Amazonas Distribuidora de Energia S.A.,,0.5456,2005-12-31,UTE.PE.AM.000063-9,operation,fossil_thermal,Diesel oil,,POINT (-7681293.663575156 -340019.9507897419)
2659,Parintins,Amazonas Distribuidora de Energia S.A.,,29.55,1983-03-01,UTE.PE.AM.001989-5,operation,fossil_thermal,Diesel oil,,POINT (-6316694.8119576 -293095.6222770512)
2660,Calçoene,Companhia de Eletricidade do Amapá,,1.296,2002-08-01,UTE.PE.AP.000600-9,operation,fossil_thermal,Diesel oil,,POINT (-5670563.047797641 278520.2900619001)
2661,Arembepe (Antiga Camaçari Pólo de Apoio I),Petróleo Brasileiro S.A.,,150.0,2010-06-30,UTE.PE.BA.029555-8,operation,fossil_thermal,Fuel oil,,POINT (-4263752.162754457 -1412668.110889175)
2662,CNH Urucumacuã,"Central  Administração e Participações S.S Ltda., Rovema Energia S.A.",,0.88,2017-11-14,UTE.PE.RO.032298-9,operation,fossil_thermal,Diesel oil,,POINT (-6755922.008104806 -1361469.1417598892)
2663,Juruti - CEPA,"Guascor do Brasil Ltda., SoEnergy Sistemas Internacionais de Energia S.A.",,19.227,2017-02-02,UTE.PE.PA.035717-0,operation,fossil_thermal,Diesel oil,,POINT (-6245084.778111795 -240788.89608563913)
2664,Careiro da Várzea -  COE,Oliveira Energia Geração e Serviços Ltda.,,8.836,2020-02-01,UTE.PE.AM.037720-1,operation,fossil_thermal,Diesel oil,,POINT (-6660072.142670985 -355950.4414014332)
2665,Hermasa,Hermasa Navegação da Amazônia S.A.,,7.59,2012-04-22,UTE.PE.AM.027377-5,operation,fossil_thermal,Diesel oil,,POINT (-6510545.93792467 -348830.61976078246)
2666,Eirunepé,Amazonas Distribuidora de Energia S.A.,,8.2,1987-01-01,UTE.PE.AM.027087-3,operation,fossil_thermal,Diesel oil,,POINT (-7778573.106266204 -741449.7030993159)
2667,Com. Indígena Bananal,Companhia Energética de Roraima,,0.044,2010-09-01,UTE.PE.RR.034266-1,operation,fossil_thermal,Diesel oil,,POINT (-6813031.135052681 484579.9277774337)
2668,Unidade de Tratamento de Gás Monteiro Lobato (UTGCA),Petróleo Brasileiro S.A.,,95.2,2011-05-16,UTE.GN.SP.044739-0,operation,fossil_thermal,Natural gas,,POINT (-5064968.782602415 -2632990.447021382)
2669,Marechal Thaumaturgo ? BBF Acre,"Ailton Siqueira Consultoria Ltda., Amazonbio - Industria e Comercio de Biodiesel da Amazonia Ltda., BBF Rondonia Geração de Energia Ltda.",,3.7552,2016-09-15,UTE.PE.AC.034412-5,operation,fossil_thermal,Diesel oil,,POINT (-8102543.748138617 -995629.1568350901)
2670,Novo Remanso,Amazonas Distribuidora de Energia S.A.,,4.42,2005-09-01,UTE.PE.AM.001591-1,operation,fossil_thermal,Diesel oil,,POINT (-6570292.800912318 -358479.6824598509)
2671,Capuava,Capuava Energy Ltda.,,18.02,1999-01-01,UTE.PE.SP.027689-8,operation,fossil_thermal,Fuel oil,,POINT (-5179532.773908511 -2633820.2281830455)
2672,Condomínio Edifício Marques de Castela,Condomínio Edifício Marques de Castela,,0.062,2002-04-25,UTE.PE.SP.030523-5,operation,fossil_thermal,Diesel oil,,POINT (-5191790.163039754 -2632270.6607598863)
2673,Uarini - CGA,"Aggreko Energia Locação de Geradores Ltda., Brasil Bio Fuels S.A., Amazonbio ? Indústria e Comércio de Biodiesel da Amazônia Ltda.",,4.224,2019-11-22,UTE.PE.AM.035820-7,operation,fossil_thermal,Diesel oil,,POINT (-7253330.643468232 -332412.36832865165)
2674,Rômulo Almeida Unidade I (Antiga Usina de Cogeração Camaçari - FAFEN Energia),Petróleo Brasileiro S.A.,,120.0,2003-10-13,UTE.GN.BA.028206-5,operation,fossil_thermal,Natural gas,,POINT (-4266401.861186708 -1413625.8357717483)
2675,Refinaria Presidente Bernardes - RPBC,Petróleo Brasileiro S.A. - PETROBRAS,,12.0,1955-01-01,UTE.PE.SP.002558-5,operation,fossil_thermal,Blast furnace gas,,POINT (-5167454.318613568 -2658736.783423377)
2676,Shopping Recife,Condomínio do Shopping Center Recife,,6.0,2007-07-24,UTE.GN.PE.029512-4,operation,fossil_thermal,Natural gas,,POINT (-3883819.2514108405 -897542.5541047814)
2677,Casa de Geradores de Energia Elétrica F-242,Empresa Brasileira de Aeronáutica S/A,,9.0,2003-01-03,UTE.GN.SP.028378-9,operation,fossil_thermal,Natural gas,,POINT (-5100880.877242572 -2570939.8619034435)
2678,Brahma,Energyworks do Brasil Ltda.,,13.08,2006-04-05,UTE.GN.RJ.027352-0,operation,fossil_thermal,Natural gas,,POINT (-4812105.033075279 -2546617.2454610257)
2679,CNH Vista Alegre,"Central Administração e Participações S.S Ltda., Rovema Energia S.A.",,9.2,2016-07-14,UTE.PE.RO.032297-0,operation,fossil_thermal,Diesel oil,,POINT (-7317027.132453261 -1074328.6714150915)
2680,Euzébio Rocha (Antiga Cubatão - CCBS),Petróleo Brasileiro S.A.,,249.9,2009-11-17,UTE.GN.SP.028014-3,operation,fossil_thermal,Natural gas,,POINT (-5168767.169035737 -2657811.899571699)
2681,Juruá,Amazonas Distribuidora de Energia S.A.,,1.22,1993-09-01,UTE.PE.AM.001283-1,operation,fossil_thermal,Diesel oil,,POINT (-7354538.552547851 -386711.5419732441)
2682,Ayapuá,Amazonas Distribuidora de Energia S.A.,,0.1,2006-03-01,UTE.PE.AM.029489-6,operation,fossil_thermal,Diesel oil,,POINT (-6832025.200278597 -433925.10434914666)
2683,Cruzeiro do Sul - CEA,Guascor do Brasil Ltda.,,33.12,2016-11-08,UTE.PE.AC.034372-2,operation,fossil_thermal,Diesel oil,,POINT (-8090017.826561957 -847712.2703599395)
2684,Nova Olinda do Norte - VPTM,VP FlexGen Brazil SPE Ltda.,,9.218,2020-02-18,UTE.PE.AM.037734-1,operation,fossil_thermal,Diesel oil,,POINT (-6575908.251065709 -432621.5555609864)
2685,Enguia Pecém,Enguia GEN CE Ltda.,,14.76,2002-04-18,UTE.PE.CE.028533-1,operation,fossil_thermal,Diesel oil,,POINT (-4327414.664451793 -398830.72049826547)
2686,Copesul,Braskem S.A,,74.4,1999-03-01,UTE.PE.RS.000827-3,operation,fossil_thermal,Other petroleum energetics,,POINT (-5756167.736217669 -3332795.3108740095)
