,plant_name,agent,basin,capacity,start_time,plant_id,phase,type,primary,auction,geometry
2687,Luiz Carlos Prestes (Antiga Três Lagoas),Petróleo Brasileiro S.A.,,385.819,2004-01-08,UTE.GN.MS.027975-7,operation,fossil_thermal,Natural gas,,POINT (-5750113.180432913 -2308878.634557482)
2688,TRT,Companhia Siderúrgica Nacional,,21.0,2015-02-07,UTE.CM.RJ.029507-8,operation,fossil_thermal,Blast furnace gas,,POINT (-4908661.530702964 -2507120.094374727)
2689,Cogeração International Paper - Fases I e II,International Paper do Brasil Ltda,,138.172,1976-08-01,UTE.PE.SP.000754-4,operation,fossil_thermal,Fuel oil,,POINT (-5227622.793931201 -2488690.5590070575)
2690,Daia,Usina Termelétrica de Anápolis Ltda.,,44.44,2002-12-06,UTE.PE.GO.028612-5,operation,fossil_thermal,Diesel oil,,POINT (-5446902.696636044 -1825238.0906633225)
2691,Boca do Acre - COE,Oliveira Energia Geração e Serviços Ltda.,,18.723,2019-12-20,UTE.PE.AM.037725-2,operation,fossil_thermal,Diesel oil,,POINT (-7495051.943593754 -976195.243142849)
2692,Prosperidade I,Imetame Termelétrica Ltda.,,28.022,2018-10-16,UTE.GN.BA.032545-7,operation,fossil_thermal,Natural gas,,POINT (-4253273.1732878275 -1391469.7376268643)
2693,Pernambuco III,Termelétrica Pernambuco III S.A,,200.79,2013-12-05,UTE.PE.PE.030120-5,operation,fossil_thermal,Fuel oil,,POINT (-3897076.5802246 -874805.294301811)
2694,CSP,Companhia Siderúrgica do Pecém - CSP,,218.0,2016-10-14,UTE.CM.CE.031241-0,operation,fossil_thermal,Blast furnace gas,,POINT (-4325422.712926938 -399048.5246517307)
2695,Oeiras do Pará - CEPA,"Guascor do Brasil Ltda., SoEnergy Sistemas Internacionais de Energia S.A.",,5.48,2017-02-01,UTE.PE.PA.035720-0,operation,fossil_thermal,Diesel oil,,POINT (-5550637.403311261 -222917.59968914435)
2696,Monte Cristo,Roraima Energia S.A.,,155.344,2015-07-29,UTE.PE.RR.031982-1,operation,fossil_thermal,Diesel oil,,POINT (-6758726.70467909 326223.0046405553)
2697,Celpav II,International Paper do Brasil Ltda.,,32.6,2002-10-03,UTE.PE.SP.000740-4,operation,fossil_thermal,Fuel oil,,POINT (-5318011.994065524 -2398790.27396498)
2698,Petrocoque,Petrocoque S.A. Indústria e Comércio,,18.0,2016-06-11,UTE.PE.SP.031229-0,operation,fossil_thermal,Other petroleum energetics,,POINT (-5167450.762178475 -2656856.102297425)
2699,Indupa (Antiga Solvay),Unipar Indupa do Brasil S.A.,,11.0,1972-01-01,UTE.GN.SP.002767-7,operation,fossil_thermal,Natural gas,,POINT (-5162388.4868499935 -2645467.831073667)
2700,Do Atlântico,Thyssenkrupp CSA  Siderúrgica do Atlântico Ltda.,,490.0,2011-01-01,UTE.PE.RJ.029587-6,operation,fossil_thermal,Blast furnace gas,,POINT (-4869074.21294419 -2550314.336959646)
2701,Vale Fertilizantes Cajati (Antiga Serrana),Vale Fertilizantes S.A.,,10.7,1975-01-01,UTE.PE.SP.027881-5,operation,fossil_thermal,Other petroleum energetics,,POINT (-5355024.104610421 -2752525.928047118)
2702,Parnaíba IV,Parnaíba Geração e Comercialização de Energia S.A; Kinross Brasil Mineração S/A,,56.277,2013-12-13,UTE.GN.MA.031193-6,operation,fossil_thermal,Natural gas,,POINT (-4936312.055345146 -535905.4734016306)
2703,Ipixuna,Amazonas Distribuidora de Energia S.A.,,2.68,2011-10-20,UTE.PE.AM.001139-8,operation,fossil_thermal,Diesel oil,,POINT (-7980648.918076452 -785328.0887806135)
2704,Manicoré,Amazonas Distribuidora de Energia S.A.,,6.45,1998-03-01,UTE.PE.AM.001397-8,operation,fossil_thermal,Diesel oil,,POINT (-6823066.048138719 -647308.8700365756)
2705,Murituba - CGA,"Aggreko Energia Locação de Geradores Ltda., Brasil Bio Fuels S.A., Amazonbio ? Indústria e Comércio de Biodiesel da Amazônia Ltda.",,0.891,2020-01-24,UTE.PE.AM.035810-0,operation,fossil_thermal,Diesel oil,,POINT (-6955427.317285489 -430002.4552945274)
2706,Celpav IV,Fibria Celulose S.A,,138.68,2003-08-01,UTE.GN.SP.002904-1,operation,fossil_thermal,Natural gas,,POINT (-5118586.465894097 -2593175.2555932878)
2707,Campinas - COE,Oliveira Energia Geração e Serviços Ltda.,,1.45,2020-06-06,UTE.PE.AM.037721-0,operation,fossil_thermal,Diesel oil,,POINT (-6803302.925197533 -368720.95204819244)
2708,Maracanaú I,Maracanaú Geradora de Energia S.A.,,168.0,2010-12-30,UTE.PE.CE.029654-6,operation,fossil_thermal,Fuel oil,,POINT (-4298772.962752127 -431141.4637452189)
2709,Mocambo,Amazonas Distribuidora de Energia S.A.,,0.372,1987-03-01,UTE.PE.AM.001475-3,operation,fossil_thermal,Diesel oil,,POINT (-6376511.87557649 -273515.91845709516)
2710,Careiro da Várzea,Amazonas Distribuidora de Energia S.A.,,2.42,2006-09-01,UTE.PE.AM.000677-7,operation,fossil_thermal,Diesel oil,,POINT (-6659834.7981620245 -355932.5997813663)
2711,Fonte Boa,Amazonas Distribuidora de Energia S.A.,,6.12,2002-10-01,UTE.PE.AM.000972-5,operation,fossil_thermal,Diesel oil,,POINT (-7351444.417616453 -281029.38162455556)
2712,Com. Indígena Contão,Companhia Energética de Roraima,,0.2996,2001-07-31,UTE.PE.RR.000820-6,operation,fossil_thermal,Diesel oil,,POINT (-6739405.661269468 464202.2763853159)
2713,Tivit Transamérica  (Antiga Optiglobe São Paulo),"Tivit Terceirização de Pessoas, Serviços e Tecnologia S.A",,9.624,2000-01-01,UTE.PE.SP.028034-8,operation,fossil_thermal,Diesel oil,,POINT (-5199761.9744144445 -2632261.7553119385)
2714,Refinaria Duque de Caxias - REDUC,Petróleo Brasileiro S.A.,,63.3,1976-01-01,UTE.GN.RJ.027354-6,operation,fossil_thermal,Natural gas,,POINT (-4816577.973891305 -2528560.3273758576)
2715,Goiânia II,Brentech Energia S.A.,,140.331,2009-01-17,UTE.PE.GO.029460-8,operation,fossil_thermal,Diesel oil,,POINT (-5481309.891132683 -1869487.1495435343)
2716,Vilhena,Centrais Elétricas de Rondônia S.A.,,23.75,1984-06-01,UTE.PE.RO.027862-9,operation,fossil_thermal,Diesel oil,,POINT (-6694636.179984934 -1421113.11882137)
2717,Crato,Enguia GEN CE Ltda,,13.12,2002-04-23,UTE.PE.CE.028530-7,operation,fossil_thermal,Diesel oil,,POINT (-4394666.911706181 -805111.5007008694)
2718,São Paulo de Olivença,Amazonas Distribuidora de Energia S.A.,,5.12,1999-02-01,UTE.PE.AM.026880-1,operation,fossil_thermal,Diesel oil,,POINT (-7675349.861778183 -385617.86070413486)
2719,Viana,Termelétrica Viana S.A.,,174.6,2010-01-06,UTE.PE.ES.029664-3,operation,fossil_thermal,Fuel oil,,POINT (-4500567.060442093 -2268018.8153504916)
2720,Tapauá - COE,Oliveira Energia Geração e Serviços Ltda.,,8.349,2019-12-18,UTE.PE.AM.037708-2,operation,fossil_thermal,Diesel oil,,POINT (-7034031.24660548 -625770.1486744398)
2721,Piratininga,Baixada Santista Energia S.A.,,390.0,1954-01-01,UTE.PE.SP.002082-6,operation,fossil_thermal,Fuel oil,,POINT (-5195123.73651105 -2637858.6766700414)
2722,UGPU,Air Liquide Brasil Ltda.,,7.7,2000-01-01,UTE.GN.SP.027391-0,operation,fossil_thermal,Natural gas,,POINT (-5218049.317722985 -2580609.5115838596)
2723,Costa do Ambé,Amazonas Distribuidora de Energia S.A.,,0.23,2004-01-08,UTE.PE.AM.029552-3,operation,fossil_thermal,Diesel oil,,POINT (-6863952.329547147 -417364.93247743824)
2724,Aeroporto Internacional de São Paulo/Guarulhos-Central Elétrica de Emergência CEE,Concessionaria do Aeroporto Internacional de Guarulhos S.A.,,9.6,1985-02-01,UTE.PE.SP.029584-1,operation,fossil_thermal,Diesel oil,,POINT (-5171584.562265867 -2608138.8216570355)
2725,Humaitá,Amazonas Distribuidora de Energia S.A.,,13.25,1983-05-01,UTE.PE.AM.001090-1,operation,fossil_thermal,Diesel oil,,POINT (-7015910.907468701 -836627.817299833)
2726,Nazaré ? BBF RO,"Amazonbio - Indústria e Comércio de Biodiesel da Amazônia Ltda., BBF Rondônia Geração de Energia Ltda., Ailton Siqueira Consultoria Ltda.",,0.742,2019-06-25,UTE.PE.RO.034420-6,operation,fossil_thermal,Diesel oil,,POINT (-7048873.845897408 -908243.356562374)
2727,Ponta Negra,Gera Amazonas Geradora de Energia do Amazonas S/A,,85.38,2006-12-15,UTE.GN.AM.029361-0,operation,fossil_thermal,Fuel oil,,POINT (-6686341.032466319 -343904.08942311956)
2728,Maranhão IV (Antiga MC2 Joinville),UTE Parnaíba Geração de Energia S.A,,337.6,2013-02-01,UTE.GN.MA.030202-3,operation,fossil_thermal,Natural gas,,POINT (-5441132.958781614 -2926313.1178676863)
2729,CNH Distrito de Triunfo,"Central Administração e Participações S.S Ltda., Rovema Energia S.A.",,8.6,2016-05-24,UTE.PE.RO.032283-0,operation,fossil_thermal,Diesel oil,,POINT (-7064582.3961686315 -1033509.7440872091)
2730,"São Sebastião do Uatumã - COE
",Oliveira Energia Geração e Serviços Ltda.,,5.914,2020-02-04,UTE.PE.AM.037699-0,operation,fossil_thermal,Diesel oil,,POINT (-6441412.62938827 -286677.9071363654)
2731,Santa Maria das Barreiras,Centrais Elétricas do Pará S/A.,,1.112,2019-12-20,UTE.PE.PA.026722-8,operation,fossil_thermal,Diesel oil,,POINT (-5535019.198936889 -984114.8497951775)
2732,Jorge Lacerda III,Tractebel Energia S.A.,,262.0,1979-02-01,UTE.CM.SC.027093-8,operation,fossil_thermal,Mineral coal,,POINT (-5450266.27761192 -3166933.3262969153)
2733,Bahia I - Camaçari,Petróleo Brasileiro S.A.,,31.8,2002-08-21,UTE.PE.BA.028615-0,operation,fossil_thermal,Diesel oil,,POINT (-4267451.756492592 -1409900.2022896486)
2734,Coari,Amazonas Distribuidora de Energia S.A.,,19.31,1982-01-01,UTE.PE.AM.000784-6,operation,fossil_thermal,Diesel oil,,POINT (-7029485.700100617 -455358.5615555127)
2735,Petroquimicasuape,Petroquimicasuape,,12.72,2015-04-18,UTE.PE.PE.030393-3,operation,fossil_thermal,Blast furnace gas,,POINT (-3896798.2814976177 -933742.7802112227)
2736,Tapauá,Amazonas Distribuidora de Energia S/A,,3.78,1993-05-01,UTE.PE.AM.002812-6,operation,fossil_thermal,Diesel oil,,POINT (-7032977.582689557 -625325.958970608)
2737,Alterosa,Siderúrgica Alterosa S.A.,,8.0,2009-08-08,UTE.PE.MG.029991-0,operation,fossil_thermal,Diesel oil,,POINT (-4965776.687493694 -2210836.386521679)
2738,Aeroporto de Maceió,Petrobrás Distribuidora S.A.,,0.79,2006-10-27,UTE.GN.AL.029375-0,operation,fossil_thermal,Natural gas,,POINT (-3983579.1892458485 -1059056.5260530654)
2739,Borba  - VTPM,VP FlexGen Brazil SPE Ltda.,,10.518,2020-02-18,UTE.PE.AM.037735-0,operation,fossil_thermal,Diesel oil,,POINT (-6633615.038222078 -490353.0803572385)
2740,Autazes,Amazonas Distribuidora de Energia S.A.,,7.94,1998-09-01,UTE.PE.AM.000175-9,operation,fossil_thermal,Diesel oil,,POINT (-6582628.11146073 -398460.2315331089)
2741,UT UGPU Itabirito,Air Liquide Brasil Ltda.,,4.9512,2013-11-01,UTE.GN.MG.032658-5,operation,fossil_thermal,Natural gas,,POINT (-4894260.363508441 -2252149.764192161)
2742,Muricy (Antiga Camaçari Muricy I),Petróleo Brasileiro S.A. - PETROBRAS,,147.15470000000002,2009-09-30,UTE.PE.BA.029554-0,operation,fossil_thermal,Fuel oil,,POINT (-4266401.861186708 -1413625.8361057094)
2743,Itaú Centro Empresarial Torre E6,Itaú Unibanco S.A.,,10.0,2015-06-27,UTE.PE.SP.031872-8,operation,fossil_thermal,Diesel oil,,POINT (-5191782.2166092275 -2632281.255926379)
2744,Colorado do Oeste,Centrais Elétricas de Rondônia S/A.,,10.946,1984-01-01,UTE.PE.RO.000798-6,operation,fossil_thermal,Diesel oil,,POINT (-6736898.683997891 -1459943.8411931768)
2745,Alvarães,Amazonas Distribuidora de Energia S.A.,,3.18,1993-08-01,UTE.PE.AM.000082-5,operation,fossil_thermal,Diesel oil,,POINT (-7272592.6060618665 -411995.295574594)
2746,Lourenço,Companhia de Eletricidade do Amapá - CEA,,0.72,2002-10-03,UTE.PE.AP.001339-0,operation,fossil_thermal,Diesel oil,,POINT (-5671146.1889389055 277915.6768380062)
2747,Itapiranga,Amazonas Distribuidora de Energia S.A.,,5.1,2009-08-21,UTE.PE.AM.027058-0,operation,fossil_thermal,Diesel oil,,POINT (-6459017.024726483 -306093.0253118245)
2748,Cuiabá (Antiga Mário Covas),Petróleo Brasileiro S.A,,529.2,2001-01-01,UTE.GN.MT.027003-2,operation,fossil_thermal,Natural gas,,POINT (-6244689.475030265 -1736138.7784118885)
2749,Novo Airão,Amazonas Distribuidora de Energia S.A.,,5.2,1998-06-01,UTE.PE.AM.001581-4,operation,fossil_thermal,Diesel oil,,POINT (-6785516.686799442 -292068.6945198273)
2750,Manaquiri - COE,Oliveira Energia Geração e Serviços Ltda.,,10.212,2019-10-10,UTE.PE.AM.037714-7,operation,fossil_thermal,Diesel oil,,POINT (-6730334.001414559 -382034.56032296096)
2751,CNH Buritis,"Central Administração e Participações S.S Ltda., Rovema Energia S.A.",,18.0,2020-01-24,UTE.PE.RO.032286-5,operation,fossil_thermal,Diesel oil,,POINT (-7105461.253123618 -1136850.2997263037)
2752,Governador Leonel Brizola (Antiga TermoRio),Petróleo Brasileiro S.A.,,1058.3,2004-11-05,UTE.GN.RJ.027888-2,operation,fossil_thermal,Natural gas,,POINT (-4814101.832452631 -2528023.4086475195)
2753,Juiz de Fora,Petróleo Brasileiro  S/A,,87.048,2002-02-01,UTE.GN.MG.001276-9,operation,fossil_thermal,Natural gas,,POINT (-4836551.188882952 -2414013.6597202416)
2754,Marambaia,Enguia GEN PI Ltda,,13.12,2002-07-29,UTE.PE.PI.028535-8,operation,fossil_thermal,Diesel oil,,POINT (-4762430.998369592 -541156.0674674178)
2755,Vila de Urucurituba - COE,Oliveira Energia Geração e Serviços Ltda.,,0.8215,2020-01-21,UTE.PE.AM.037710-4,operation,fossil_thermal,Diesel oil,,POINT (-6560026.670342092 -394874.9714836199)
2756,Jorge Lacerda IV,Tractebel Energia S.A.,,363.0,1997-02-01,UTE.CM.SC.027094-6,operation,fossil_thermal,Mineral coal,,POINT (-5450266.277834556 -3166933.326964832)
2757,Equador,Companhia Energética de Roraima,,0.281,2003-09-01,UTE.PE.RR.000893-1,operation,fossil_thermal,Diesel oil,,POINT (-6742219.549382791 15059.035106217278)
2758,Negro de Fumo,Columbian Chemicals Brasil Ltda.,,24.4,1996-12-23,UTE.CM.SP.000825-7,operation,fossil_thermal,Blast furnace gas,,POINT (-5167454.3187248865 -2658736.783200741)
2759,Vila Urucurituba,Amazonas Distribuidora de Energia S.A.,,0.418,2007-01-31,UTE.PE.AM.027548-4,operation,fossil_thermal,Diesel oil,,POINT (-6560026.670342092 -394874.97137230163)
2760,Caborí - COE,Oliveira Energia Geração e Serviços Ltda.,,2.103,2019-12-27,UTE.PE.AM.037687-6,operation,fossil_thermal,Diesel oil,,POINT (-6357193.320157485 -273426.8161102723)
2761,Juazeiro do Norte,Enguia GEN CE Ltda,,14.76,2002-04-21,UTE.PE.CE.028534-0,operation,fossil_thermal,Diesel oil,,POINT (-4375536.455613758 -802549.3677385491)
2762,Lago do Beruri,Companhia Energética do Amazonas - CEAM,,0.0648,2007-05-01,UTE.PE.AM.029490-0,operation,fossil_thermal,Diesel oil,,POINT (-6831852.045371015 -433535.2101703504)
2763,Muaná - CEPA,"Guascor do Brasil Ltda., SoEnergy Sistemas Internacionais de Energia S.A.",,6.0,2017-02-01,UTE.PE.PA.035719-7,operation,fossil_thermal,Diesel oil,,POINT (-5482515.622593724 -171524.60458358764)
2764,Uarini,Amazonas Distribuidora de Energia S.A.,,5.1,2011-03-26,UTE.PE.AM.027088-1,operation,fossil_thermal,Diesel oil,,POINT (-7253291.603834129 -332401.8955022765)
2765,Beruri,Amazonas Distribuidora de Energia S.A.,,6.52,2008-07-20,UTE.PE.AM.000258-5,operation,fossil_thermal,Diesel oil,,POINT (-6832203.335954154 -433902.1079687389)
2766,Terra Nova,Amazonas Distribuidora de Energia S.A.,,0.08,1999-02-01,UTE.PE.AM.027547-6,operation,fossil_thermal,Diesel oil,,POINT (-6659834.7981620245 -355932.5997813663)
2767,Gurupá - CEPA,"Guascor do Brasil Ltda., SoEnergy Sistemas Internacionais de Energia S.A.",,5.325,2017-02-01,UTE.PE.PA.035715-4,operation,fossil_thermal,Diesel oil,,POINT (-5748352.65990303 -156310.66784934505)
2768,Globo,Infoglobo Comunicações e Participações Ltda.,,5.16,2006-03-01,UTE.GN.RJ.001033-2,operation,fossil_thermal,Natural gas,,POINT (-4821469.7852382595 -2536525.9173268434)
2769,Porto Walter ? BBF Acre,"BBF Rondonia Geração de Energia Ltda., Amazonbio - Industria e Comercio de Biodiesel da Amazonia Ltda., Ailton Siqueira Consultoria Ltda - ME",,3.692,2016-09-15,UTE.PE.AC.034413-3,operation,fossil_thermal,Diesel oil,,POINT (-8097534.370607644 -919870.0588846367)
2770,Munguba,"Jari Celulose, Papel e Embalagens S.A.",,8.0,2020-05-30,UTE.PE.PA.001517-2,operation,fossil_thermal,Diesel oil,,POINT (-5852826.499610641 -170022.58728092184)
2771,3M Sumaré,3M do Brasil Ltda.,,6.4,2001-10-01,UTE.PE.SP.028919-1,operation,fossil_thermal,Diesel oil,,POINT (-5253177.1471809065 -2540426.7134748646)
2772,Sepé Tiaraju (Antiga Canoas),Petróleo Brasileiro S.A. - PETROBRAS,,248.573,2001-03-29,UTE.GN.RS.028038-0,operation,fossil_thermal,Natural gas,,POINT (-5693649.932064923 -3325822.416934955)
2773,CST,Arcelor Mittal Brasil S.A.,,225.1,2003-04-01,UTE.PE.ES.027054-7,operation,fossil_thermal,Other petroleum energetics,,POINT (-4486012.346266415 -2240305.8282288266)
2774,Benjamin Constant,Amazonas Distribuidora de Energia S.A.,,5.12,1990-01-01,UTE.PE.AM.000253-4,operation,fossil_thermal,Diesel oil,,POINT (-7795408.769164702 -487021.5498212368)
2775,Jacaré,Amazonas Distribuidora de Energia S.A.,,0.434,2002-11-01,UTE.PE.AM.001210-6,operation,fossil_thermal,Diesel oil,,POINT (-6769119.44269106 -400522.36988558987)
2776,Refinaria Henrique Lages (REVAP),Petróleo Brasileiro S.A.,,75.56,1980-03-20,UTE.PE.SP.002196-2,operation,fossil_thermal,Refinery gas,,POINT (-5100545.410725053 -2580507.4686801913)
2777,Itafós 1,Itafós Mineração Ltda.,,8.02,2019-08-10,UTE.OF.TO.030893-5,operation,fossil_thermal,Process heat,,POINT (-5226016.719843958 -1439853.0481063258)
2778,Xavantes Aruanã,Usina Xavantes S.A.,,53.576,2002-07-17,UTE.PE.GO.028654-0,operation,fossil_thermal,Diesel oil,,POINT (-5483319.814855364 -1845862.7209323677)
2779,Caucaia,Enguia GEN CE Ltda,,14.76,2002-04-20,UTE.PE.CE.028528-5,operation,fossil_thermal,Diesel oil,,POINT (-4301762.7101687435 -415526.92445376667)
2780,Reman,Petróleo Brasileiro S.A.,,6.4,2019-06-25,UTE.PE.AM.027804-1,operation,fossil_thermal,Fuel oil,,POINT (-6673943.677888393 -350409.0498788802)
2781,CNH Cujubim,"Central Administração e Participações S.S Ltda., Rovema Energia S.A.",,12.0,2016-09-15,UTE.PE.RO.032290-3,operation,fossil_thermal,Diesel oil,,POINT (-6966992.175285407 -1042321.4987572404)
2782,Feijó - CEA,Guascor do Brasil Ltda.,,6.25,2016-11-08,UTE.PE.AC.034374-9,operation,fossil_thermal,Diesel oil,,POINT (-7831759.086450023 -908799.9540163398)
2783,Oiapoque COEN,Oiapoque Energia S.A.,,12.83,2015-11-26,UTE.PE.AP.032304-7,operation,fossil_thermal,Diesel oil,,POINT (-5770424.547636116 426699.6835923897)
2784,Sacambú - COE,Oliveira Energia Geração e Serviços Ltda.,,0.8215,2020-06-03,UTE.PE.AM.037711-2,operation,fossil_thermal,Diesel oil,,POINT (-6783155.365292952 -364616.5718097894)
2785,Tarauacá - CEA,"Guascor do Brasil Ltda., Distribuidora Equador de Produtos de Petróleo Ltda.",,8.09,2016-11-08,UTE.PE.AC.034373-0,operation,fossil_thermal,Diesel oil,,POINT (-7877616.532191224 -908459.8110783303)
2786,CNT,Votorantim Metais S.A,,36.0,1997-10-01,UTE.PE.GO.028739-3,operation,fossil_thermal,Fuel oil,,POINT (-5391293.392215755 -1596681.2452777533)
2787,Igarapé,CEMIG Geração e Transmissão S/A,,131.0,1963-01-01,UTE.PE.MG.001100-2,operation,fossil_thermal,Fuel oil,,POINT (-4935186.491617276 -2220602.278358415)
2788,Vale Fertilizantes Uberaba (Antiga Fosfértil - Expansão do Complexo Industrial Uberaba),Vale Fertilizantes S/A,,24.4,2017-02-01,UTE.PE.MG.027766-5,operation,fossil_thermal,Blast furnace gas,,POINT (-5334712.144074336 -2197893.102236586)
2789,Contagem,Magnesita Refratários S.A.,,19.299,2006-02-01,UTE.GN.MG.028666-4,operation,fossil_thermal,Natural gas,,POINT (-4898735.592273963 -2220070.3938314063)
2790,Nazária,Enguia GEN PI Ltda,,13.12,2002-07-29,UTE.PE.PI.028536-6,operation,fossil_thermal,Diesel oil,,POINT (-4765244.932457866 -594651.2053655772)
2791,Beruri - COE,Oliveira Energia Geração e Serviços Ltda.,,10.127,2020-01-28,UTE.PE.AM.037723-6,operation,fossil_thermal,Diesel oil,,POINT (-6831730.237691757 -433308.70806847565)
2792,Maranhão III,UTE Parnaíba II Geração de Energia S.A.,,518.8,2016-07-01,UTE.GN.MA.030800-5,operation,fossil_thermal,Natural gas,,POINT (-4937543.545802405 -536792.1705491524)
2793,Vila Tepequem,Companhia Energética de Roraima - CERR,,0.7,1999-11-01,UTE.PE.RR.002834-7,operation,fossil_thermal,Diesel oil,,POINT (-6831788.469473991 406538.7803770399)
2794,Cabot Mauá,Cabot Mauá Indústria e Comércio Ltda.,,7.0,2010-10-08,UTE.PE.SP.030238-4,operation,fossil_thermal,Blast furnace gas,,POINT (-5172134.975254209 -2631221.536564116)
2795,Manoel Urbano - TECG,Tecnogera Locação e Transformação de Energia S.A.,,2.22,2016-08-06,UTE.PE.AC.034376-5,operation,fossil_thermal,Diesel oil,,POINT (-7712286.168313946 -987808.7204869693)
