id_subsistema;nom_subsistema;ena_data;ena_bruta_regiao_mwmed;ena_bruta_regiao_percentualmlt;ena_armazenavel_regiao_mwmed;ena_armazenavel_regiao_percentualmlt
NE;NORDESTE;2023-10-10;1488.76196289;46.47589874;1488.76196289;46.47589874
S;SUL;2023-10-10;53503.89062500;402.91949463;12393.16894531;93.32869720
SE;SUDESTE;2023-10-10;24133.23828125;102.19439697;23050.56445313;97.60970306
N;NORTE;2023-10-11;1299.75402832;54.36449814;1293.59594727;54.10689926
NE;NORDESTE;2023-10-11;1465.20605469;45.74050140;1465.20605469;45.74050140
S;SUL;2023-10-11;45723.19531250;344.32580566;10960.97265625;82.54329681
SE;SUDESTE;2023-10-11;26067.57031250;110.38549805;24882.16992188;105.36579895
N;NORTE;2023-10-12;1279.80603027;53.53010178;1279.80603027;53.53010178
NE;NORDESTE;2023-10-12;1450.51000977;45.28170013;1450.51000977;45.28170013
S;SUL;2023-10-12;59170.09375000;445.58981323;9901.95312500;74.56819916
SE;SUDESTE;2023-10-12;27005.34179688;114.35659790;25974.26953125;109.99040222
N;NORTE;2023-10-13;1248.66003418;52.22740173;1244.18896484;52.04040146
NE;NORDESTE;2023-10-13;1451.89001465;45.32479858;1451.89001465;45.32479858
S;SUL;2023-10-13;63906.57812500;481.25860596;15285.78417969;115.11199951
SE;SUDESTE;2023-10-13;27066.76562500;114.61669922;25991.36132813;110.06279755
N;NORTE;2023-10-14;1251.39794922;52.34189987;1237.64794922;51.76679993
NE;NORDESTE;2023-10-14;1450.75598145;45.28939819;1450.75598145;45.28939819
S;SUL;2023-10-14;57808.54687500;435.33639526;15530.62207031;116.95580292
SE;SUDESTE;2023-10-14;27061.73046875;114.59539795;25977.90429688;110.00579834
N;NORTE;2023-10-15;1285.26403809;53.75839996;1274.01599121;53.28799820
NE;NORDESTE;2023-10-15;1459.73803711;45.56980133;1442.57800293;45.03409958
S;SUL;2023-10-15;49008.82812500;369.06878662;11011.59082031;82.92449951
SE;SUDESTE;2023-10-15;26606.61523438;112.66819763;25582.17578125;108.33010101
N;NORTE;2023-10-16;1312.95703125;54.91669846;1297.63098145;54.27569962
NE;NORDESTE;2023-10-16;1468.29296875;45.83689880;1466.86303711;45.79219818
S;SUL;2023-10-16;45139.44531250;339.92980957;8776.18359375;66.09040070
SE;SUDESTE;2023-10-16;25761.73632813;109.09040070;24526.44921875;103.85949707
N;NORTE;2023-10-17;1335.46801758;55.85829926;1314.80700684;54.99409866
NE;NORDESTE;2023-10-17;1486.01794434;46.39020157;1475.29296875;46.05540085
S;SUL;2023-10-17;62303.41796875;469.18579102;10800.08203125;81.33170319
SE;SUDESTE;2023-10-17;25085.95507813;106.22879791;23828.69531250;100.90480042
N;NORTE;2023-10-18;1352.14697266;56.55590057;1342.95495605;56.17139816
NE;NORDESTE;2023-10-18;1512.09094238;47.20420074;1495.64599609;46.69079971
S;SUL;2023-10-18;65585.55468750;493.90240479;12187.00585938;91.77619934
SE;SUDESTE;2023-10-18;24694.40429688;104.57070160;23634.39843750;100.08200073
N;NORTE;2023-10-19;1351.41699219;56.52539825;1343.48303223;56.19350052
NE;NORDESTE;2023-10-19;1531.58703613;47.81280136;1521.57702637;47.50030136
S;SUL;2023-10-19;60056.91406250;452.26809692;14015.12011719;105.54309845
SE;SUDESTE;2023-10-19;25167.55078125;106.57430267;24139.25976563;102.21990204
N;NORTE;2023-10-20;1341.97802734;56.13059998;1334.03295898;55.79830170
NE;NORDESTE;2023-10-20;1553.39404297;48.49349976;1534.08898926;47.89089966
S;SUL;2023-10-20;52982.68750000;398.99450684;16071.97363281;121.03260040
SE;SUDESTE;2023-10-20;25058.69726563;106.11340332;24060.73632813;101.88739777
N;NORTE;2023-10-21;1329.68505859;55.61640167;1321.74096680;55.28409958
NE;NORDESTE;2023-10-21;1576.70397949;49.22119904;1558.77197266;48.66139984
S;SUL;2023-10-21;46084.61718750;347.04748535;12029.78515625;90.59220123
SE;SUDESTE;2023-10-21;24436.66406250;103.47930145;23883.48046875;101.13680267
N;NORTE;2023-10-22;1324.14501953;55.38470078;1319.19897461;55.17779922
NE;NORDESTE;2023-10-22;1575.52404785;49.18439865;1557.27001953;48.61449814
S;SUL;2023-10-22;40980.76953125;308.61221313;12449.69433594;93.75440216
SE;SUDESTE;2023-10-22;23655.68554688;100.17220306;23377.82421875;98.99549866
N;NORTE;2023-10-23;1340.67797852;56.07619858;1340.67797852;56.07619858
NE;NORDESTE;2023-10-23;1577.96301270;49.26050186;1561.51794434;48.74720001
S;SUL;2023-10-23;36417.41406250;274.24710083;13716.94140625;103.29759979
SE;SUDESTE;2023-10-23;22764.29882813;96.39749908;22408.57421875;94.89119720
N;NORTE;2023-10-24;1332.42602539;55.73109818;1332.42602539;55.73109818
NE;NORDESTE;2023-10-24;1602.98303223;50.04159927;1586.43103027;49.52489853
S;SUL;2023-10-24;33401.87890625;251.53810120;11280.05957031;84.94629669
SE;SUDESTE;2023-10-24;21770.74218750;92.19020081;21352.59765625;90.41950226
N;NORTE;2023-10-25;1326.35205078;55.47700119;1326.35205078;55.47700119
NE;NORDESTE;2023-10-25;1627.72802734;50.81409836;1614.85803223;50.41230011
S;SUL;2023-10-25;31032.36132813;233.69410706;10655.79785156;80.24520111
SE;SUDESTE;2023-10-25;21014.80273438;88.98909760;20643.21289063;87.41560364
N;NORTE;2023-10-26;1313.77099609;54.95080185;1299.99194336;54.37440109
NE;NORDESTE;2023-10-26;1646.98095703;51.41510010;1646.98095703;51.41510010
S;SUL;2023-10-26;28741.05664063;216.43910217;10785.39843750;81.22119904
SE;SUDESTE;2023-10-26;20340.00781250;86.13159943;19940.82421875;84.44129944
N;NORTE;2023-10-27;1314.30200195;54.97299957;1303.75695801;54.53189850
NE;NORDESTE;2023-10-27;1652.89904785;51.59989929;1639.21398926;51.17269897
S;SUL;2023-10-27;28052.20312500;211.25160217;8031.52685547;60.48270035
SE;SUDESTE;2023-10-27;20197.39648438;85.52770233;19677.35156250;83.32559967
N;NORTE;2023-10-28;1300.49194336;54.39540100;1290.53601074;53.97890091
NE;NORDESTE;2023-10-28;1613.18701172;50.36019897;1597.87194824;49.88209915
S;SUL;2023-10-28;38328.51562500;288.63900757;9632.48535156;72.53900146
SE;SUDESTE;2023-10-28;20920.00781250;88.58769989;20553.28515625;87.03479767
N;NORTE;2023-10-29;1300.26196289;54.38570023;1293.79504395;54.11520004
NE;NORDESTE;2023-10-29;1551.87402344;48.44609833;1533.41296387;47.86980057
S;SUL;2023-10-29;58854.66796875;443.21438599;10986.28515625;82.73400116
SE;SUDESTE;2023-10-29;22382.06054688;94.77890015;21939.26367188;92.90380096
N;NORTE;2023-10-30;1277.07104492;53.41569901;1263.00305176;52.82730103
NE;NORDESTE;2023-10-30;1500.73706055;46.84970093;1481.26000977;46.24169922
S;SUL;2023-10-30;63022.11328125;474.59799194;18482.36718750;139.18440247
SE;SUDESTE;2023-10-30;25213.67773438;106.76959991;24626.34375000;104.28250122
N;NORTE;2023-10-31;1231.05895996;51.49119949;1221.92004395;51.10889816
NE;NORDESTE;2023-10-31;1501.25805664;46.86600113;1483.38305664;46.30799866
S;SUL;2023-10-31;62205.27343750;468.44668579;14130.02148438;106.40840149
SE;SUDESTE;2023-10-31;29596.45312500;125.32890320;28547.40625000;120.88659668
N;NORTE;2023-11-01;1199.18701172;29.49740028;1183.30297852;29.10670090
NE;NORDESTE;2023-11-01;1562.85498047;29.54170036;1562.85498047;29.54170036
S;SUL;2023-11-01;55466.65234375;594.64202881;13222.00585938;141.74929810
SE;SUDESTE;2023-11-01;33265.48046875;105.79389954;28878.54492188;91.84220123
N;NORTE;2023-11-02;1200.03894043;29.51829910;1182.95605469;29.09810066
NE;NORDESTE;2023-11-02;1656.36804199;31.30929947;1640.63793945;31.01199913
S;SUL;2023-11-02;51716.48437500;554.43750000;10615.67089844;113.80750275
SE;SUDESTE;2023-11-02;34718.80468750;110.41590118;26499.54882813;84.27629852
N;NORTE;2023-11-03;1213.85998535;29.85829926;1196.77600098;29.43810081
NE;NORDESTE;2023-11-03;1740.62805176;32.90200043;1729.18798828;32.68579865
S;SUL;2023-11-03;68758.79687500;737.14318848;10235.51660156;109.73200226
SE;SUDESTE;2023-11-03;34437.54687500;109.52149963;24770.48046875;78.77739716
N;NORTE;2023-11-04;1274.26000977;31.34399986;1257.73901367;30.93759918
NE;NORDESTE;2023-11-04;1813.99304199;34.28879929;1800.40795898;34.03200150
S;SUL;2023-11-04;73945.92187500;792.75292969;13926.49902344;149.30200195
SE;SUDESTE;2023-11-04;35005.43359375;111.32749939;30792.55664063;97.92929840
N;NORTE;2023-11-05;1351.78295898;33.25090027;1343.57495117;33.04899979
NE;NORDESTE;2023-11-05;1869.67700195;35.34140015;1853.94702148;35.04399872
S;SUL;2023-11-05;64437.14843750;690.81207275;18077.94140625;193.80839539
SE;SUDESTE;2023-11-05;36731.00390625;116.81529999;28027.44726563;89.13549805
N;NORTE;2023-11-06;1433.29895020;35.25600052;1427.75305176;35.11959839
NE;NORDESTE;2023-11-06;1923.83996582;36.36520004;1898.81494141;35.89210129
S;SUL;2023-11-06;53381.85937500;572.29150391;18810.00781250;201.65669250
SE;SUDESTE;2023-11-06;36300.11328125;115.44490051;27062.73632813;86.06739807
N;NORTE;2023-11-07;1501.19494629;36.94839859;1495.71105957;36.81340027
NE;NORDESTE;2023-11-07;2002.26904297;37.92720032;1987.25402832;37.64279938
S;SUL;2023-11-07;44830.60546875;481.46200562;13148.33593750;141.20759583
SE;SUDESTE;2023-11-07;34734.22265625;110.73329926;27408.34375000;87.37830353
N;NORTE;2023-11-08;1574.47998047;38.75210190;1561.10998535;38.42309952
NE;NORDESTE;2023-11-08;2077.83496094;39.35860062;2071.39990234;39.23669815
S;SUL;2023-11-08;39022.61328125;419.08660889;11180.65917969;120.07559967
SE;SUDESTE;2023-11-08;33146.79296875;105.67259979;28033.25390625;89.37049866
N;NORTE;2023-11-09;1626.72204590;40.03789902;1614.37695313;39.73410034
NE;NORDESTE;2023-11-09;2196.14892578;41.59970093;2181.84912109;41.32880020
S;SUL;2023-11-09;37482.75781250;402.54919434;5882.35107422;63.17399979
SE;SUDESTE;2023-11-09;31124.19726563;99.22450256;28194.01171875;89.88300323
N;NORTE;2023-11-10;1642.80102539;40.43370056;1631.07397461;40.14509964
NE;NORDESTE;2023-11-10;2351.52294922;44.54280090;2345.80297852;44.43439865
S;SUL;2023-11-10;35844.53515625;384.95529175;9033.82128906;97.01950073
SE;SUDESTE;2023-11-10;28840.52734375;91.94409943;26836.57812500;85.55549622
N;NORTE;2023-11-11;1636.24304199;40.27230072;1620.93103027;39.89540100
NE;NORDESTE;2023-11-11;2428.17700195;45.99480057;2413.87695313;45.72389984
S;SUL;2023-11-11;32887.07812500;353.19351196;9727.00000000;104.46389771
SE;SUDESTE;2023-11-11;26668.38476563;85.01930237;25196.94531250;80.32830048
N;NORTE;2023-11-12;1605.74804688;39.52170181;1585.43200684;39.02170181
NE;NORDESTE;2023-11-12;2429.98999023;46.02909851;2418.55004883;45.81240082
S;SUL;2023-11-12;29922.16992188;321.35159302;9589.00488281;102.98190308
SE;SUDESTE;2023-11-12;24964.02343750;79.58580017;23477.16796875;74.84559631
N;NORTE;2023-11-13;1567.35095215;38.57669830;1546.67102051;38.06769943
NE;NORDESTE;2023-11-13;2409.60888672;45.64300156;2409.60888672;45.64300156
S;SUL;2023-11-13;31416.11914063;337.39599609;10709.27734375;115.01319885
SE;SUDESTE;2023-11-13;23494.26367188;74.90010071;22710.12109375;72.40029907
N;NORTE;2023-11-14;1520.40502930;37.42119980;1499.42895508;36.90489960
NE;NORDESTE;2023-11-14;2350.73999023;44.52790070;2350.73999023;44.52790070
S;SUL;2023-11-14;33996.23437500;365.10540771;10007.31835938;107.47440338
SE;SUDESTE;2023-11-14;22373.97070313;71.32859802;20752.51367188;66.15940094
N;NORTE;2023-11-15;1476.07604980;36.33010101;1383.87597656;34.06090164
NE;NORDESTE;2023-11-15;2340.92797852;44.34209824;2340.92797852;44.34209824
S;SUL;2023-11-15;38110.51953125;409.29110718;10505.46191406;112.82430267
SE;SUDESTE;2023-11-15;21380.61914063;68.16179657;18643.52929688;59.43590164
N;NORTE;2023-11-16;1437.05004883;35.36959839;1418.98205566;34.92490005
NE;NORDESTE;2023-11-16;2401.89306641;45.49689865;2391.16796875;45.29370117
S;SUL;2023-11-16;60125.11718750;645.71862793;12890.79980469;138.44180298
SE;SUDESTE;2023-11-16;20742.47851563;66.12740326;19438.13476563;61.96910095
N;NORTE;2023-11-17;1409.85498047;34.70029831;1390.59704590;34.22629929
NE;NORDESTE;2023-11-17;2510.24291992;47.54930115;2500.23291016;47.35969925
S;SUL;2023-11-17;85867.18750000;922.17767334;18335.07226563;196.91099548
SE;SUDESTE;2023-11-17;20053.74023438;63.93170166;18746.42773438;59.76399994
N;NORTE;2023-11-18;1398.82104492;34.42869949;1379.82604980;33.96120071
NE;NORDESTE;2023-11-18;2620.79101563;49.64329910;2607.20605469;49.38589859
S;SUL;2023-11-18;102106.92968750;1096.58581543;19835.25976563;213.02239990
SE;SUDESTE;2023-11-18;19327.84179688;61.61750031;17063.77148438;54.39960098
N;NORTE;2023-11-19;1416.85302734;34.87250137;1377.79199219;33.91109848
NE;NORDESTE;2023-11-19;2715.18896484;51.43140030;2700.39599609;51.15119934
S;SUL;2023-11-19;85433.81250000;917.52337646;28808.14843750;309.38751221
SE;SUDESTE;2023-11-19;18843.25390625;60.07260132;17354.63671875;55.32690048
N;NORTE;2023-11-20;1445.97998047;35.58940125;1427.10998535;35.12500000
NE;NORDESTE;2023-11-20;2783.19409180;52.71950150;2783.19409180;52.71950150
S;SUL;2023-11-20;63263.71875000;679.42590332;27034.10546875;290.33499146
SE;SUDESTE;2023-11-20;18698.07812500;59.60979843;18002.60156250;57.39260101
N;NORTE;2023-11-21;1478.93395996;36.40050125;1459.39099121;35.91949844
NE;NORDESTE;2023-11-21;2767.88305664;52.42950058;2758.58789063;52.25339890
S;SUL;2023-11-21;47467.88281250;509.78518677;20919.30859375;224.66459656
SE;SUDESTE;2023-11-21;19268.06640625;61.42689896;18596.90429688;59.28730011
N;NORTE;2023-11-22;1509.68603516;37.15739822;1488.89294434;36.64559937
NE;NORDESTE;2023-11-22;2666.33007813;50.50590134;2657.03491211;50.32979965
S;SUL;2023-11-22;39712.62890625;426.49710083;19520.76171875;209.64480591
SE;SUDESTE;2023-11-22;19910.39453125;63.47470093;19414.01953125;61.89220047
N;NORTE;2023-11-23;1543.89599609;37.99940109;1535.67102051;37.79690170
NE;NORDESTE;2023-11-23;2499.22094727;47.34049988;2499.22094727;47.34049988
S;SUL;2023-11-23;38256.02734375;410.85379028;15979.54882813;171.61369324
SE;SUDESTE;2023-11-23;20563.84765625;65.55789948;20147.70312500;64.23120117
N;NORTE;2023-11-24;1578.06799316;38.84040070;1570.12402344;38.64490128
NE;NORDESTE;2023-11-24;2305.48388672;43.67070007;2294.04394531;43.45399857
S;SUL;2023-11-24;34781.48828125;373.53869629;14716.43066406;158.04829407
SE;SUDESTE;2023-11-24;21833.42968750;69.60540009;21469.26171875;68.44439697
N;NORTE;2023-11-25;1599.94897461;39.37900162;1583.69799805;38.97900009
NE;NORDESTE;2023-11-25;2102.98999023;39.83499908;2091.10693359;39.61000061
S;SUL;2023-11-25;29184.95507813;313.43420410;15644.35351563;168.01379395
SE;SUDESTE;2023-11-25;23235.12109375;74.07399750;21373.94335938;68.14050293
N;NORTE;2023-11-26;1601.22998047;39.41049957;1584.41101074;38.99660110
NE;NORDESTE;2023-11-26;1930.27001953;36.56340027;1919.43798828;36.35820007
S;SUL;2023-11-26;24358.91796875;261.60461426;13573.68164063;145.77569580
SE;SUDESTE;2023-11-26;24183.20312500;77.09649658;21828.69921875;69.59030151
N;NORTE;2023-11-27;1620.73498535;39.89059830;1603.61303711;39.46920013
NE;NORDESTE;2023-11-27;1767.88098145;33.48740005;1758.87902832;33.31689835
S;SUL;2023-11-27;21415.92382813;229.99809265;13205.30175781;141.81939697
SE;SUDESTE;2023-11-27;25367.40039063;80.87169647;23436.09960938;74.71469879
N;NORTE;2023-11-28;1656.76696777;40.77740097;1647.34594727;40.54550171
NE;NORDESTE;2023-11-28;1618.30700684;30.65410042;1611.00000000;30.51569939
S;SUL;2023-11-28;23517.38671875;252.56689453;15686.77441406;168.46940613
SE;SUDESTE;2023-11-28;26415.28710938;84.21240234;24985.91015625;79.65550232
N;NORTE;2023-11-29;1675.35400391;41.23490143;1675.35400391;41.23490143
NE;NORDESTE;2023-11-29;1527.48596191;28.93379974;1521.05102539;28.81189919
S;SUL;2023-11-29;29621.51953125;318.12271118;15552.88378906;167.03149414
SE;SUDESTE;2023-11-29;27982.80468750;89.20970154;27520.59960938;87.73619843
N;NORTE;2023-11-30;1683.04602051;41.42419815;1683.04602051;41.42419815
NE;NORDESTE;2023-11-30;1470.38098145;27.85210037;1462.02294922;27.69379997
S;SUL;2023-11-30;29653.48828125;318.46609497;16629.26171875;178.59129333
SE;SUDESTE;2023-11-30;29193.86328125;93.07060242;28455.75585938;90.71749878
N;NORTE;2023-12-01;1721.63793945;20.45829964;1721.63793945;20.45829964
NE;NORDESTE;2023-12-01;1426.13500977;14.50230026;1418.98498535;14.42959976
S;SUL;2023-12-01;26716.06445313;360.29928589;16293.39843750;219.73669434
SE;SUDESTE;2023-12-01;30493.40625000;63.55569839;29032.50781250;60.51079941
N;NORTE;2023-12-02;1771.68505859;21.05299950;1771.68505859;21.05299950
NE;NORDESTE;2023-12-02;1353.46899414;13.76340008;1348.49304199;13.71280003
S;SUL;2023-12-02;22870.89843750;308.44241333;15674.57324219;211.39100647
SE;SUDESTE;2023-12-02;30291.10546875;63.13399887;28724.01953125;59.86780167
N;NORTE;2023-12-03;1822.29699707;21.65439987;1822.29699707;21.65439987
NE;NORDESTE;2023-12-03;1278.59497070;13.00199986;1272.88903809;12.94390011
S;SUL;2023-12-03;21151.62304688;285.25588989;15827.07324219;213.44769287
SE;SUDESTE;2023-12-03;29791.24414063;62.09220123;27469.69726563;57.25350189
N;NORTE;2023-12-04;1847.57299805;21.95479965;1847.57299805;21.95479965
NE;NORDESTE;2023-12-04;1251.57604980;12.72719955;1246.17102051;12.67220020
S;SUL;2023-12-04;22749.76171875;306.80868530;11315.81152344;152.60780334
SE;SUDESTE;2023-12-04;29850.37695313;62.21549988;28034.33203125;58.43040085
N;NORTE;2023-12-05;1869.77001953;22.21859932;1869.77001953;22.21859932
NE;NORDESTE;2023-12-05;1246.99902344;12.68070030;1241.19995117;12.62170029
S;SUL;2023-12-05;23537.39257813;317.43090820;12658.11328125;170.71029663
SE;SUDESTE;2023-12-05;30230.54687500;63.00780106;28823.13085938;60.07440186
N;NORTE;2023-12-06;1893.53295898;22.50090027;1893.53295898;22.50090027
NE;NORDESTE;2023-12-06;1309.14294434;13.31260014;1303.44396973;13.25469971
S;SUL;2023-12-06;22895.88085938;308.77929688;12950.72851563;174.65660095
SE;SUDESTE;2023-12-06;30406.60742188;63.37480164;29089.14257813;60.62889862
N;NORTE;2023-12-07;1899.83300781;22.57579994;1899.83300781;22.57579994
NE;NORDESTE;2023-12-07;1378.39001465;14.01679993;1378.39001465;14.01679993
S;SUL;2023-12-07;23587.23828125;318.10308838;12039.23535156;162.36399841
SE;SUDESTE;2023-12-07;30374.49023438;63.30780029;29955.53320313;62.43460083
N;NORTE;2023-12-08;1926.16699219;22.88870049;1926.16699219;22.88870049
NE;NORDESTE;2023-12-08;1410.31701660;14.34140015;1404.31799316;14.28040028
S;SUL;2023-12-08;23727.60742188;319.99618530;11131.72753906;150.12519836
SE;SUDESTE;2023-12-08;30580.48437500;63.73720169;29982.73242188;62.49129868
N;NORTE;2023-12-09;2007.67797852;23.85729980;2007.67797852;23.85729980
NE;NORDESTE;2023-12-09;1421.76904297;14.45790005;1416.17797852;14.40100002
S;SUL;2023-12-09;22334.31054688;301.20590210;12928.26953125;174.35369873
SE;SUDESTE;2023-12-09;31353.26367188;65.34780121;30009.14843750;62.54639816
N;NORTE;2023-12-10;2087.31689453;24.80369949;2087.31689453;24.80369949
NE;NORDESTE;2023-12-10;1427.13000488;14.51239967;1421.47399902;14.45489979
S;SUL;2023-12-10;20993.48046875;283.12310791;10224.91210938;137.89559937
SE;SUDESTE;2023-12-10;31617.40234375;65.89839935;29475.05468750;61.43320084
N;NORTE;2023-12-11;2140.52197266;25.43589973;2087.71899414;24.80850029
NE;NORDESTE;2023-12-11;1447.53295898;14.71990013;1441.10498047;14.65450001
S;SUL;2023-12-11;19915.16406250;268.58068848;8643.72851563;116.57140350
SE;SUDESTE;2023-12-11;32147.08203125;66.89279938;30158.99609375;62.75590134
N;NORTE;2023-12-12;2177.54199219;25.87579918;2160.66894531;25.67530060
NE;NORDESTE;2023-12-12;1413.29101563;14.37170029;1407.78503418;14.31569958
S;SUL;2023-12-12;18364.46875000;247.66760254;12217.34375000;164.76600647
SE;SUDESTE;2023-12-12;31862.51171875;66.30069733;30663.20312500;63.80509949
N;NORTE;2023-12-13;2165.68798828;25.73500061;2165.68798828;25.73500061
NE;NORDESTE;2023-12-13;1361.33398438;13.84329987;1355.73596191;13.78639984
S;SUL;2023-12-13;16535.61132813;223.00320435;14201.36523438;191.52299500
SE;SUDESTE;2023-12-13;31207.03906250;64.93669891;29998.45703125;62.42190170
N;NORTE;2023-12-14;2138.18090820;25.40810013;2138.18090820;25.40810013
NE;NORDESTE;2023-12-14;1342.37902832;13.65060043;1336.44396973;13.59020042
S;SUL;2023-12-14;14919.08007813;201.20230103;13584.65039063;183.20579529
SE;SUDESTE;2023-12-14;30160.35742188;62.75870132;29834.10937500;62.07989883
N;NORTE;2023-12-15;2167.69506836;25.75880051;2167.69506836;25.75880051
NE;NORDESTE;2023-12-15;1341.80798340;13.64480019;1339.66296387;13.62300014
S;SUL;2023-12-15;13688.23730469;184.60279846;12139.13085938;163.71119690
SE;SUDESTE;2023-12-15;28842.24218750;60.01599884;28136.75585938;58.54800034
N;NORTE;2023-12-16;2219.04296875;26.36899948;2219.04296875;26.36899948
NE;NORDESTE;2023-12-16;1400.89001465;14.24559975;1395.35595703;14.18929958
S;SUL;2023-12-16;12855.50195313;173.37240601;11145.72460938;150.31390381
SE;SUDESTE;2023-12-16;27594.21875000;57.41899872;26688.81445313;55.53499985
N;NORTE;2023-12-17;2298.38696289;27.31180000;2298.38696289;27.31180000
NE;NORDESTE;2023-12-17;1512.57397461;15.38129997;1507.41198730;15.32880020
S;SUL;2023-12-17;12409.76074219;167.36099243;10715.33984375;144.50959778
SE;SUDESTE;2023-12-17;26245.56640625;54.61270142;25193.87109375;52.42430115
N;NORTE;2023-12-18;2367.90600586;28.13789940;2367.90600586;28.13789940
NE;NORDESTE;2023-12-18;1699.19396973;17.27899933;1688.61901855;17.17149925
S;SUL;2023-12-18;12355.98046875;166.63569641;11318.16699219;152.63949585
SE;SUDESTE;2023-12-18;25016.88476563;52.05599976;24257.06835938;50.47499847
N;NORTE;2023-12-19;2436.28295898;28.95050049;2436.28295898;28.95050049
NE;NORDESTE;2023-12-19;1907.22094727;19.39439964;1907.22094727;19.39439964
S;SUL;2023-12-19;12328.19824219;166.26100159;10904.20214844;147.05670166
SE;SUDESTE;2023-12-19;24235.89843750;50.43090057;23382.73632813;48.65560150
N;NORTE;2023-12-20;2507.19604492;29.79310036;2507.19604492;29.79310036
NE;NORDESTE;2023-12-20;2082.55908203;21.17740059;2066.11401367;21.01020050
S;SUL;2023-12-20;11411.00488281;153.89149475;10431.76855469;140.68530273
SE;SUDESTE;2023-12-20;23867.10351563;49.66350174;23015.57421875;47.89160156
N;NORTE;2023-12-21;2574.01196289;30.58709908;2568.10693359;30.51689911
NE;NORDESTE;2023-12-21;2238.68798828;22.76510048;2222.24291992;22.59790039
S;SUL;2023-12-21;10329.29785156;139.30340576;9532.91601563;128.56320190
SE;SUDESTE;2023-12-21;24000.48242188;49.94110107;22620.75585938;47.07009888
N;NORTE;2023-12-22;2661.40698242;31.62560081;2660.98510742;31.62059975
NE;NORDESTE;2023-12-22;2343.52392578;23.83119965;2343.52392578;23.83119965
S;SUL;2023-12-22;9696.36816406;130.76750183;8594.05273438;115.90149689
SE;SUDESTE;2023-12-22;24246.98046875;50.45399857;22791.24609375;47.42480087
N;NORTE;2023-12-23;2723.29907227;32.36109924;2723.29907227;32.36109924
NE;NORDESTE;2023-12-23;2365.97802734;24.05949974;2349.53295898;23.89229965
S;SUL;2023-12-23;10397.28222656;140.22019958;9808.13867188;132.27490234
SE;SUDESTE;2023-12-23;24663.60937500;51.32089996;23931.99804688;49.79859924
N;NORTE;2023-12-24;2737.77294922;32.53310013;2737.77294922;32.53310013
NE;NORDESTE;2023-12-24;2348.52392578;23.88199997;2304.19409180;23.43120003
S;SUL;2023-12-24;11356.77929688;153.16020203;10771.59082031;145.26829529
SE;SUDESTE;2023-12-24;25428.65039063;52.91279984;24247.06250000;50.45420074
N;NORTE;2023-12-25;2733.93505859;32.48749924;2733.93505859;32.48749924
NE;NORDESTE;2023-12-25;2333.44604492;23.72870064;2322.00610352;23.61240005
S;SUL;2023-12-25;11781.49804688;158.88810730;10826.19531250;146.00469971
SE;SUDESTE;2023-12-25;26570.82226563;55.28950119;25255.09375000;52.55170059
N;NORTE;2023-12-26;2717.63305664;32.29380035;2717.63305664;32.29380035
NE;NORDESTE;2023-12-26;2321.61694336;23.60840034;2310.89208984;23.49930000
S;SUL;2023-12-26;10830.98144531;146.06919861;10132.06738281;136.64349365
SE;SUDESTE;2023-12-26;27068.60156250;56.32529831;26454.11523438;55.04669952
N;NORTE;2023-12-27;2718.84301758;32.30810165;2718.84301758;32.30810165
NE;NORDESTE;2023-12-27;2337.47412109;23.76959991;2336.04394531;23.75510025
S;SUL;2023-12-27;9555.47656250;128.86749268;8790.58300781;118.55190277
SE;SUDESTE;2023-12-27;26843.17382813;55.85620117;26258.16210938;54.63890076
N;NORTE;2023-12-28;2714.01611328;32.25080109;2714.01611328;32.25080109
NE;NORDESTE;2023-12-28;2376.04101563;24.16180038;2376.04101563;24.16180038
S;SUL;2023-12-28;8643.33007813;116.56600189;8184.06787109;110.37229919
SE;SUDESTE;2023-12-28;26730.28906250;55.62129974;26136.15234375;54.38499832
N;NORTE;2023-12-29;2724.90405273;32.38019943;2724.90405273;32.38019943
NE;NORDESTE;2023-12-29;2459.24096680;25.00790024;2452.09106445;24.93519974
S;SUL;2023-12-29;7971.14306641;107.50070190;7651.00976563;103.18340302
SE;SUDESTE;2023-12-29;26535.41992188;55.21590042;25882.60937500;53.85749817
N;NORTE;2023-12-30;2829.61791992;33.62450027;2829.61791992;33.62450027
NE;NORDESTE;2023-12-30;2587.91210938;26.31629944;2580.04711914;26.23640060
S;SUL;2023-12-30;7284.53076172;98.24089813;6960.35791016;93.86910248
SE;SUDESTE;2023-12-30;26496.30664063;55.13449860;25912.18554688;53.91899872
N;NORTE;2023-12-31;2971.71704102;35.31309891;2971.71704102;35.31309891
NE;NORDESTE;2023-12-31;2740.04296875;27.86339951;2733.60791016;27.79789925
S;SUL;2023-12-31;6868.59619141;92.63150024;6562.09814453;88.49800110
SE;SUDESTE;2023-12-31;26769.96289063;55.70389938;26188.05859375;54.49300003
