hours,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
5485,0.055,0.3176,0.0446,0.0877,0.5408,0.9381,0,0.0402,0.3222,0.5229,0.1959,0.2435,0.1238,0.0666,0.9202,0.8503,0.8647,0.2207,0.1464,0.9554,0.0247,0.007,0.6843,0.2744,0.4506,0.2673,0.6816
5486,0.0403,0.3703,0.0485,0.1183,0.5433,0.9442,0,0.0804,0.3311,0.6068,0.2027,0.3349,0.2293,0.1351,0.9388,0.8711,0.8791,0.3415,0.1948,0.9601,0.0408,0.0066,0.7111,0.3598,0.4129,0.3397,0.7427
5487,0.0533,0.4469,0.0437,0.1463,0.5046,0.9451,0,0.0785,0.2811,0.6139,0.1798,0.4095,0.3814,0.2694,0.9361,0.8845,0.8788,0.4373,0.2125,0.9606,0.0718,0.0043,0.8032,0.4644,0.4062,0.3513,0.6583
5488,0.071,0.5342,0.0327,0.1897,0.4474,0.9363,0,0.0662,0.1877,0.5721,0.1391,0.4779,0.5215,0.3262,0.9279,0.8809,0.8567,0.4942,0.2176,0.9559,0.1188,0.0033,0.8459,0.5518,0.4266,0.3363,0.5327
5489,0.085,0.5962,0.0298,0.2745,0.4241,0.9201,0,0.0623,0.08,0.4879,0.1058,0.5241,0.4646,0.2951,0.926,0.8819,0.8165,0.52,0.2339,0.9534,0.1604,0.0045,0.8452,0.6139,0.4578,0.28,0.3902
5490,0.0758,0.6129,0.0247,0.2689,0.3964,0.8995,0,0.07,0.0352,0.4257,0.0941,0.5296,0.3672,0.2367,0.9146,0.8676,0.7826,0.4903,0.2582,0.9462,0.159,0.0053,0.8178,0.6444,0.4846,0.2102,0.2863
5491,0.0795,0.5715,0.0253,0.2829,0.3905,0.8688,0,0.107,0.0207,0.3573,0.0967,0.4981,0.2832,0.1984,0.8971,0.8416,0.7322,0.4495,0.2944,0.9369,0.1368,0.0051,0.7464,0.6504,0.473,0.1593,0.2107
5492,0.0781,0.4999,0.0246,0.1909,0.3698,0.824,0,0.1518,0.0162,0.3093,0.0998,0.4573,0.2199,0.1617,0.8504,0.8041,0.6919,0.3451,0.2796,0.9191,0.1095,0.0066,0.6513,0.4711,0.4337,0.1102,0.171
5493,0.0799,0.3268,0.0219,0.1081,0.3172,0.6838,0,0.1406,0.0154,0.1984,0.0812,0.2842,0.1361,0.1082,0.7322,0.6941,0.6077,0.1261,0.2345,0.8321,0.0809,0.0048,0.517,0.2073,0.2777,0.0432,0.1465
5494,0.0589,0.2165,0.0149,0.0911,0.2189,0.3193,0,0.122,0.0126,0.068,0.057,0.1356,0.0366,0.0501,0.5622,0.5393,0.3317,0.0653,0.2459,0.6837,0.0286,0.0025,0.3397,0.1205,0.1987,0.0328,0.0357
5495,0.0501,0.1547,0.0173,0.0952,0.1979,0.1857,0,0.1151,0.0275,0.0489,0.0588,0.0988,0.0498,0.0588,0.4831,0.4659,0.2716,0.0918,0.26,0.6355,0.0232,0.0009,0.1962,0.1309,0.1376,0.0439,0.0318
5496,0.0753,0.1295,0.0172,0.0957,0.2019,0.1974,0,0.084,0.0326,0.0409,0.0605,0.11,0.0531,0.0673,0.5024,0.4808,0.26,0.1113,0.2355,0.69,0.0353,0.0008,0.2115,0.1476,0.0968,0.0545,0.036
