hours,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
6982,0.0056,0.456,0.0022,0.282,0.2159,0.3684,0,0.3022,0.0199,0.0404,0.0413,0.0486,0.0166,0.0429,0.5334,0.3186,0.0858,0.0621,0.1228,0.7221,0.0064,0.0076,0.1663,0.0765,0.584,0.016,0.0093
6983,0.0034,0.4396,0.0053,0.187,0.2163,0.3993,0,0.2785,0.0202,0.0727,0.0413,0.0297,0.0175,0.0449,0.513,0.3316,0.0823,0.0774,0.1039,0.6422,0.0069,0.0027,0.1122,0.0829,0.4923,0.0267,0.0128
6984,0.0051,0.4055,0.011,0.2011,0.2459,0.4666,0,0.2328,0.0236,0.0914,0.0548,0.0361,0.0155,0.0445,0.5675,0.4106,0.12,0.0912,0.074,0.6127,0.0087,0.0027,0.1517,0.0633,0.3667,0.0551,0.0179
6985,0.0075,0.332,0.0164,0.1568,0.2516,0.5215,0,0.1778,0.0218,0.1076,0.062,0.0455,0.0133,0.0467,0.5612,0.4661,0.1514,0.1148,0.0586,0.5588,0.0134,0.0024,0.1924,0.0502,0.2639,0.0846,0.0197
6986,0.0075,0.263,0.0192,0.1349,0.2432,0.538,0,0.1295,0.0216,0.1216,0.0602,0.0456,0.0135,0.0457,0.547,0.5038,0.1705,0.1061,0.0403,0.5564,0.0172,0.0024,0.2551,0.0526,0.193,0.1052,0.0239
6987,0.0087,0.1898,0.016,0.1131,0.2211,0.5113,0,0.0891,0.0189,0.1268,0.0558,0.0481,0.0153,0.0438,0.5143,0.5104,0.1716,0.0841,0.0287,0.5464,0.0199,0.0018,0.2965,0.0475,0.1346,0.1363,0.0281
6988,0.0117,0.1319,0.0116,0.0845,0.1926,0.4856,0,0.0608,0.0167,0.1251,0.0556,0.0491,0.0127,0.0397,0.4762,0.5065,0.172,0.0602,0.0195,0.5277,0.0193,0.0019,0.3314,0.0452,0.0854,0.1553,0.0288
6989,0.0124,0.0957,0.0084,0.0661,0.1646,0.4138,0,0.0501,0.0158,0.1112,0.0569,0.0492,0.0106,0.0341,0.4279,0.4706,0.1851,0.0456,0.0126,0.5127,0.024,0.0015,0.3574,0.0493,0.0554,0.1431,0.0232
6990,0.01,0.0721,0.0073,0.0563,0.1446,0.3534,0,0.0433,0.02,0.0973,0.0578,0.0438,0.0094,0.0291,0.3678,0.4043,0.2419,0.0354,0.0073,0.4849,0.0211,0.0015,0.3669,0.055,0.0366,0.123,0.016
6991,0.0088,0.0689,0.0087,0.0411,0.1191,0.3445,0,0.0446,0.0234,0.0716,0.0529,0.0363,0.0107,0.0234,0.3073,0.3361,0.2871,0.0274,0.0055,0.4399,0.0142,0.0013,0.3565,0.0681,0.0268,0.1119,0.0119
6992,0.0072,0.0472,0.0082,0.0301,0.099,0.3515,0,0.0382,0.026,0.0526,0.0496,0.0355,0.0098,0.0187,0.2602,0.2749,0.2986,0.0259,0.0063,0.3759,0.01,0.0027,0.3166,0.0766,0.0223,0.1029,0.0089
6993,0.004,0.0385,0.0083,0.0217,0.0939,0.3289,0,0.029,0.0282,0.0395,0.048,0.0334,0.01,0.0144,0.2248,0.2262,0.2922,0.0267,0.0112,0.3266,0.0081,0.0071,0.3018,0.0861,0.0234,0.0846,0.0055
6994,0.0039,0.0669,0.0103,0.0191,0.1157,0.3652,0,0.0333,0.0321,0.0333,0.0448,0.0351,0.0116,0.0107,0.3046,0.282,0.297,0.031,0.0293,0.4215,0.0058,0.0146,0.2914,0.0902,0.0574,0.0717,0.0034
6995,0.0048,0.1191,0.0226,0.0293,0.1428,0.5525,0,0.0582,0.0495,0.106,0.0727,0.0581,0.0194,0.0207,0.4638,0.4026,0.4128,0.0554,0.0398,0.5758,0.0102,0.0259,0.3178,0.0701,0.103,0.1242,0.0058
6996,0.0042,0.1172,0.0192,0.1975,0.1287,0.6595,0,0.0509,0.0799,0.1998,0.0922,0.0756,0.0137,0.0963,0.4258,0.354,0.4436,0.0821,0.0827,0.5804,0.0103,0.0352,0.4093,0.1037,0.0735,0.1629,0.0224
6997,0.0013,0.1002,0.0165,0.2522,0.1163,0.6411,0,0.0587,0.0804,0.1773,0.0821,0.0712,0.0166,0.1429,0.3298,0.2936,0.3998,0.0772,0.1085,0.5155,0.0082,0.0558,0.4906,0.1005,0.0497,0.168,0.0419
6998,0.0019,0.097,0.0153,0.2919,0.0843,0.5597,0,0.0688,0.0648,0.1387,0.0522,0.0571,0.0158,0.1402,0.2499,0.2469,0.3002,0.0374,0.1229,0.4412,0.004,0.0618,0.4936,0.0658,0.0501,0.1287,0.0454
6999,0.0047,0.0966,0.013,0.2948,0.0502,0.4486,0,0.0732,0.0339,0.1178,0.0265,0.0374,0.0119,0.1294,0.1862,0.1952,0.192,0.0141,0.1815,0.3465,0.0035,0.0521,0.4317,0.0663,0.0562,0.0706,0.0295
7000,0.0074,0.1056,0.0085,0.2514,0.0349,0.3512,0,0.08,0.0126,0.0893,0.0187,0.0288,0.0105,0.0966,0.1609,0.1411,0.0969,0.0079,0.2388,0.3083,0.0056,0.0408,0.3758,0.1114,0.0483,0.036,0.0128
7001,0.0053,0.137,0.0071,0.232,0.0464,0.2754,0,0.1134,0.0044,0.072,0.0297,0.0311,0.0096,0.0671,0.1559,0.1335,0.0522,0.0152,0.2847,0.2933,0.0079,0.0322,0.3611,0.1931,0.0585,0.0343,0.0056
7002,0.0018,0.1766,0.0076,0.2173,0.0605,0.2358,0,0.1596,0.0034,0.0569,0.0434,0.0495,0.0092,0.0458,0.1699,0.1385,0.0378,0.0437,0.2907,0.3063,0.0108,0.0247,0.3771,0.2736,0.0815,0.0528,0.0043
7003,0.0043,0.2163,0.0136,0.2013,0.0726,0.2116,0,0.2265,0.0051,0.0444,0.0541,0.0833,0.0121,0.04,0.1777,0.145,0.0349,0.0828,0.3076,0.3432,0.0118,0.0304,0.4255,0.2942,0.1393,0.0824,0.0042
7004,0.0098,0.2647,0.0144,0.2304,0.0978,0.2211,0,0.3088,0.0106,0.042,0.0696,0.1326,0.0158,0.0382,0.1972,0.1537,0.0361,0.1289,0.3157,0.4129,0.0121,0.0302,0.4818,0.2973,0.2815,0.1245,0.0043
7005,0.0054,0.2842,0.0094,0.2195,0.1238,0.2535,0,0.3637,0.0208,0.0486,0.0779,0.137,0.0196,0.0381,0.2191,0.1722,0.0375,0.1699,0.3225,0.4533,0.0131,0.0279,0.4845,0.2966,0.367,0.1736,0.0083
7006,0.0013,0.3042,0.0038,0.1674,0.1249,0.2397,0,0.3647,0.0129,0.0694,0.0638,0.108,0.0152,0.0318,0.2379,0.1741,0.0305,0.163,0.284,0.4921,0.0074,0.0132,0.3367,0.231,0.3929,0.1955,0.0103
7007,0.0034,0.3839,0.0042,0.1317,0.1479,0.3081,0,0.3118,0.0175,0.1075,0.0659,0.0577,0.0117,0.0437,0.3354,0.215,0.0403,0.1047,0.2483,0.5906,0.0025,0.0064,0.2489,0.1784,0.4147,0.2142,0.0208
7008,0.0002,0.3692,0.0024,0.1514,0.1469,0.3512,0,0.2513,0.0223,0.1336,0.0824,0.0491,0.0142,0.0506,0.3811,0.2233,0.0566,0.1229,0.2125,0.633,0.003,0.0044,0.3175,0.2023,0.3363,0.243,0.0259
7009,0.0012,0.3043,0.0016,0.1372,0.1333,0.3714,0,0.2115,0.0289,0.1465,0.1014,0.0416,0.0147,0.0524,0.3863,0.2366,0.0757,0.1495,0.1773,0.6463,0.0023,0.0035,0.3788,0.2035,0.2438,0.2788,0.0267
7010,0.0028,0.2352,0.0013,0.115,0.1219,0.3938,0,0.178,0.0338,0.1591,0.1031,0.0368,0.0187,0.0549,0.3841,0.2502,0.0848,0.1616,0.1296,0.6242,0.0034,0.0051,0.41,0.1795,0.1716,0.2975,0.0249
7011,0.0055,0.1749,0.0011,0.0894,0.1187,0.4193,0,0.1701,0.0368,0.1651,0.1056,0.0344,0.0225,0.053,0.3751,0.2467,0.0973,0.1834,0.1069,0.5929,0.0049,0.007,0.4154,0.1513,0.107,0.3255,0.0266
7012,0.0086,0.1331,0.0015,0.0716,0.1105,0.4384,0,0.1407,0.0384,0.1712,0.1031,0.0317,0.0235,0.0513,0.3483,0.2314,0.1108,0.2016,0.0998,0.5543,0.0037,0.0054,0.3967,0.1364,0.0694,0.3546,0.0327
7013,0.011,0.1059,0.0015,0.0522,0.0926,0.4183,0,0.1173,0.038,0.163,0.1062,0.0264,0.0248,0.0444,0.3153,0.207,0.1185,0.2113,0.1065,0.4739,0.0021,0.0053,0.3735,0.119,0.0532,0.3732,0.0375
7014,0.0179,0.0942,0.0019,0.0371,0.0804,0.4155,0,0.1008,0.0371,0.1526,0.1105,0.0219,0.0307,0.042,0.2806,0.1964,0.1262,0.2141,0.1055,0.3865,0.0027,0.0055,0.3569,0.0931,0.0526,0.3818,0.0369
7015,0.021,0.0912,0.0022,0.0234,0.0704,0.4029,0,0.072,0.0302,0.1132,0.1102,0.0192,0.0354,0.0363,0.2559,0.1821,0.1267,0.2202,0.1192,0.3137,0.0033,0.0071,0.3473,0.0851,0.0492,0.391,0.0339
7016,0.0162,0.0854,0.0028,0.0146,0.0632,0.3582,0,0.0574,0.0212,0.0883,0.102,0.0164,0.0345,0.0313,0.2205,0.1521,0.1217,0.2177,0.1272,0.2646,0.0051,0.0088,0.3285,0.0774,0.0433,0.3831,0.0308
7017,0.0105,0.0783,0.004,0.0131,0.0552,0.2999,0,0.0454,0.0177,0.0717,0.0911,0.0179,0.0299,0.0247,0.1818,0.1319,0.1212,0.2259,0.1344,0.2381,0.0052,0.0059,0.3351,0.0757,0.0325,0.3806,0.0264
7018,0.007,0.0909,0.0044,0.0146,0.0653,0.3343,0,0.0399,0.0169,0.0638,0.0916,0.021,0.0265,0.0205,0.2149,0.1889,0.1579,0.2216,0.1515,0.3176,0.0055,0.0041,0.3428,0.0708,0.0459,0.3598,0.022
7019,0.0029,0.1704,0.0039,0.0127,0.082,0.417,0,0.0853,0.0203,0.1837,0.1373,0.0397,0.0334,0.036,0.2738,0.2527,0.2318,0.2873,0.1914,0.4092,0.0074,0.0047,0.4179,0.091,0.1243,0.4787,0.0593
7020,0.0022,0.132,0.0037,0.1113,0.0966,0.4049,0,0.124,0.0369,0.265,0.1645,0.0716,0.0363,0.1006,0.1905,0.192,0.2574,0.334,0.2284,0.3432,0.0074,0.004,0.4976,0.1026,0.1262,0.4784,0.1231
7021,0.0032,0.0917,0.0065,0.1627,0.1061,0.3259,0,0.1475,0.0516,0.2324,0.1491,0.083,0.0358,0.148,0.1169,0.1223,0.2294,0.2812,0.2742,0.239,0.0116,0.0056,0.5238,0.0965,0.0735,0.4157,0.1417
7022,0.0091,0.0741,0.0074,0.1627,0.091,0.2268,0,0.1636,0.0569,0.1591,0.0982,0.0722,0.0329,0.1308,0.0714,0.0553,0.1753,0.2213,0.3135,0.1778,0.0132,0.0078,0.5164,0.0827,0.0496,0.3293,0.1375
7023,0.0065,0.0764,0.0062,0.1688,0.0517,0.158,0,0.1604,0.049,0.1037,0.054,0.0516,0.0262,0.0858,0.049,0.0195,0.1058,0.172,0.3401,0.163,0.0077,0.0084,0.4994,0.0724,0.0461,0.2425,0.1208
7024,0.0044,0.102,0.004,0.1643,0.0346,0.1298,0,0.1772,0.0361,0.0765,0.0271,0.0405,0.022,0.057,0.0523,0.0123,0.0727,0.1248,0.3548,0.1702,0.0042,0.012,0.4905,0.0646,0.055,0.1656,0.1151
7025,0.0032,0.1245,0.0034,0.1414,0.0347,0.1221,0,0.2126,0.0296,0.0646,0.0179,0.0342,0.0234,0.0393,0.0703,0.017,0.0465,0.075,0.3758,0.2131,0.0014,0.0129,0.4883,0.0622,0.0849,0.125,0.1152
7026,0.0054,0.1597,0.0058,0.1347,0.0484,0.1155,0,0.2357,0.0288,0.0621,0.0226,0.0371,0.0352,0.0351,0.0833,0.0339,0.0349,0.0475,0.4085,0.3058,0.0017,0.0179,0.4942,0.0726,0.142,0.1153,0.1164
7027,0.0075,0.2419,0.0124,0.2049,0.0759,0.1316,0,0.2858,0.0318,0.0623,0.0349,0.043,0.0443,0.0358,0.115,0.0639,0.0292,0.0353,0.4039,0.4194,0.0021,0.0194,0.5094,0.1009,0.2202,0.1171,0.11
7028,0.0112,0.3375,0.0174,0.2561,0.116,0.1781,0,0.3829,0.04,0.0705,0.0565,0.0503,0.0505,0.0388,0.1881,0.1041,0.0311,0.0312,0.3821,0.5489,0.0034,0.0151,0.5573,0.1451,0.3372,0.1375,0.1053
7029,0.01,0.3736,0.01,0.2512,0.1509,0.2713,0,0.4312,0.0447,0.0768,0.0915,0.0477,0.0448,0.0375,0.249,0.1194,0.0452,0.0464,0.3397,0.6456,0.003,0.0111,0.5318,0.1804,0.4012,0.1882,0.0982
7030,0.0054,0.3866,0.0047,0.1589,0.1699,0.2895,0,0.3948,0.0372,0.0527,0.1137,0.0184,0.0277,0.0298,0.3193,0.1268,0.0502,0.0622,0.2883,0.7167,0.0017,0.0084,0.482,0.174,0.425,0.1961,0.047
7031,0.0007,0.4401,0.0017,0.0949,0.2111,0.3278,0,0.3302,0.0406,0.0323,0.1283,0.0443,0.0104,0.0198,0.348,0.1658,0.0732,0.1025,0.2407,0.7138,0.0009,0.0032,0.5134,0.1154,0.4651,0.2067,0.0325
7032,0.0041,0.4092,0.0041,0.0632,0.2449,0.3794,0,0.3003,0.0487,0.038,0.1682,0.0257,0.012,0.0207,0.4082,0.1945,0.1211,0.1217,0.2123,0.7197,0.0026,0.0028,0.5116,0.1127,0.3971,0.2255,0.0342
7033,0.0142,0.3272,0.0058,0.0478,0.2545,0.3929,0,0.2613,0.0479,0.0355,0.1835,0.0293,0.0144,0.023,0.4339,0.2117,0.1294,0.1291,0.1666,0.6742,0.0068,0.0029,0.5019,0.1261,0.3034,0.2294,0.032
7034,0.031,0.2412,0.0077,0.0293,0.2539,0.37,0,0.2055,0.0507,0.0264,0.1916,0.0422,0.0179,0.022,0.439,0.2076,0.1095,0.1421,0.1252,0.6147,0.008,0.0031,0.5084,0.1572,0.2254,0.2148,0.0292
7035,0.0408,0.1913,0.0097,0.0185,0.2571,0.3384,0,0.1547,0.0567,0.0253,0.1961,0.0408,0.021,0.0185,0.4359,0.1878,0.102,0.1435,0.115,0.5298,0.0106,0.0066,0.5022,0.1585,0.1752,0.186,0.0328
7036,0.0433,0.1432,0.0119,0.0152,0.2272,0.3036,0,0.1108,0.0625,0.0309,0.1837,0.0456,0.0229,0.0167,0.3866,0.1493,0.0918,0.1439,0.0931,0.4553,0.0137,0.0098,0.4595,0.1531,0.142,0.1213,0.0378
7037,0.0405,0.1169,0.0148,0.012,0.1871,0.2708,0,0.0831,0.0706,0.0262,0.1634,0.0531,0.0235,0.0129,0.3379,0.1353,0.0693,0.1423,0.0732,0.3737,0.0134,0.0089,0.4211,0.1369,0.1257,0.0842,0.0461
7038,0.0296,0.1031,0.0151,0.0102,0.1602,0.2459,0,0.0615,0.0713,0.0235,0.1426,0.0487,0.022,0.0117,0.2889,0.1469,0.0429,0.1562,0.0697,0.3039,0.0119,0.0067,0.3951,0.1506,0.113,0.0818,0.0445
7039,0.0215,0.0974,0.0156,0.0086,0.1303,0.2099,0,0.042,0.0676,0.0266,0.1154,0.0459,0.0184,0.0103,0.2308,0.1518,0.0407,0.1603,0.0682,0.2645,0.0112,0.0054,0.3564,0.1544,0.1027,0.0881,0.0443
7040,0.0177,0.0897,0.014,0.0094,0.108,0.1735,0,0.0332,0.055,0.0263,0.1076,0.0492,0.0178,0.0089,0.1838,0.1367,0.0422,0.1407,0.0693,0.224,0.0084,0.0042,0.3259,0.1739,0.0992,0.088,0.0422
7041,0.0156,0.0817,0.0112,0.0108,0.0817,0.1496,0,0.028,0.0426,0.0204,0.0982,0.0496,0.0166,0.0079,0.1518,0.1324,0.0362,0.1404,0.0664,0.1903,0.0059,0.0049,0.3038,0.2113,0.0852,0.0799,0.0342
7042,0.0174,0.1257,0.0098,0.0098,0.0867,0.1644,0,0.0387,0.0337,0.0193,0.1077,0.0453,0.0158,0.0075,0.201,0.1697,0.038,0.1425,0.0634,0.3192,0.0041,0.0058,0.2905,0.2515,0.113,0.069,0.0279
7043,0.0135,0.2346,0.0165,0.0158,0.1041,0.27,0,0.0985,0.0184,0.0385,0.1393,0.0777,0.0604,0.0129,0.309,0.1974,0.0544,0.1055,0.0524,0.5183,0.0168,0.0068,0.2669,0.1509,0.2226,0.0519,0.0422
7044,0.01,0.1818,0.0099,0.0979,0.1003,0.2518,0,0.0845,0.0256,0.0857,0.1631,0.1022,0.0718,0.0238,0.245,0.1305,0.0479,0.0771,0.0467,0.4315,0.0089,0.0067,0.3341,0.2021,0.2304,0.0663,0.0833
7045,0.0175,0.1342,0.0072,0.1036,0.0903,0.2258,0,0.0676,0.0398,0.1067,0.1619,0.112,0.0898,0.0525,0.1767,0.0652,0.0329,0.0829,0.0487,0.3551,0.0152,0.0125,0.3701,0.2694,0.159,0.0719,0.1573
7046,0.0476,0.0931,0.0115,0.0664,0.0874,0.2014,0,0.0625,0.0483,0.0808,0.1502,0.141,0.1051,0.0609,0.1207,0.0351,0.0346,0.0953,0.039,0.2986,0.0252,0.0126,0.4089,0.3943,0.0835,0.0674,0.2077
7047,0.0373,0.0773,0.0132,0.043,0.09,0.2054,0,0.0618,0.0593,0.0524,0.1473,0.1873,0.1173,0.0557,0.1068,0.0271,0.0369,0.1323,0.0254,0.2913,0.0367,0.0109,0.455,0.4308,0.0515,0.0674,0.2019
7048,0.0284,0.0769,0.0136,0.0304,0.1016,0.2212,0,0.0578,0.0691,0.0418,0.1535,0.2333,0.1245,0.047,0.1076,0.0273,0.0406,0.1781,0.0155,0.2903,0.035,0.0066,0.4778,0.4463,0.0447,0.0827,0.1946
7049,0.0237,0.097,0.0095,0.0273,0.1025,0.24,0,0.0529,0.0813,0.035,0.1549,0.2717,0.1243,0.036,0.1316,0.0346,0.044,0.2021,0.016,0.3318,0.0456,0.0053,0.4678,0.4153,0.0631,0.1067,0.1846
7050,0.0375,0.1266,0.0071,0.0323,0.1124,0.2694,0,0.0581,0.0954,0.0343,0.1467,0.2844,0.1148,0.0318,0.1616,0.0473,0.0519,0.2148,0.0291,0.4062,0.057,0.004,0.4447,0.3764,0.0895,0.1299,0.1611
7051,0.0352,0.1794,0.0056,0.0412,0.1323,0.3213,0,0.0793,0.1034,0.0418,0.1415,0.305,0.0929,0.0307,0.2145,0.0742,0.0678,0.216,0.0483,0.5112,0.0715,0.0032,0.4198,0.3485,0.1572,0.152,0.1265
7052,0.0404,0.2581,0.0062,0.0637,0.1433,0.3888,0,0.1225,0.104,0.0477,0.1509,0.261,0.0797,0.0342,0.2866,0.1154,0.0752,0.2036,0.0761,0.6303,0.0562,0.0022,0.3839,0.3386,0.2664,0.1402,0.0724
7053,0.0401,0.332,0.0068,0.0878,0.1485,0.4544,0,0.164,0.061,0.0506,0.1503,0.2191,0.0643,0.0337,0.3798,0.1588,0.0741,0.191,0.0935,0.7181,0.0431,0.0039,0.3388,0.3087,0.3407,0.1198,0.0382
7054,0.0213,0.3831,0.0052,0.1091,0.1402,0.3979,0,0.1692,0.0391,0.0501,0.1214,0.1636,0.0435,0.031,0.4365,0.1636,0.0574,0.1621,0.0798,0.7374,0.0292,0.0039,0.2763,0.2497,0.3997,0.0972,0.0229
7055,0.0083,0.3705,0.0052,0.0673,0.1379,0.3821,0,0.1579,0.0515,0.0273,0.0748,0.1685,0.0251,0.0279,0.4279,0.1669,0.0278,0.183,0.0521,0.6961,0.0172,0.0048,0.2466,0.2027,0.394,0.0605,0.0185
7056,0.0077,0.4094,0.0056,0.0962,0.1467,0.4699,0,0.1313,0.0425,0.0208,0.0672,0.13,0.0122,0.0356,0.5031,0.1932,0.0189,0.1534,0.0279,0.6601,0.0115,0.0043,0.2676,0.1652,0.4124,0.021,0.0278
7057,0.0077,0.3821,0.0046,0.1102,0.137,0.4391,0,0.0981,0.0366,0.017,0.0547,0.1109,0.0108,0.0261,0.5265,0.1804,0.0226,0.1353,0.0367,0.5953,0.0071,0.0013,0.2432,0.145,0.389,0.0144,0.032
7058,0.01,0.3578,0.0036,0.1033,0.1305,0.4182,0,0.0565,0.0332,0.0213,0.0561,0.0997,0.0091,0.028,0.5411,0.1842,0.0288,0.1219,0.0674,0.5598,0.0047,0.001,0.2052,0.1172,0.3934,0.0165,0.0236
7059,0.0151,0.309,0.0031,0.1038,0.1139,0.4153,0,0.0293,0.0209,0.0341,0.0551,0.0954,0.008,0.0285,0.5105,0.1606,0.0431,0.1088,0.0796,0.4814,0.004,0.0006,0.1661,0.1005,0.3447,0.0155,0.0178
7060,0.0106,0.2328,0.0026,0.0875,0.0925,0.3464,0,0.0261,0.0125,0.0362,0.0451,0.0945,0.0051,0.0274,0.3974,0.1245,0.0536,0.0965,0.0608,0.3565,0.0027,0.0016,0.1353,0.0789,0.2817,0.0165,0.0129
7061,0.0057,0.1812,0.0019,0.0704,0.0821,0.2824,0,0.0222,0.0115,0.0432,0.033,0.0876,0.0041,0.0209,0.289,0.11,0.0583,0.0894,0.0454,0.2454,0.0015,0.0026,0.1146,0.0694,0.2538,0.0178,0.0154
7062,0.0044,0.1648,0.0018,0.059,0.067,0.2298,0,0.0192,0.0097,0.0337,0.0259,0.0805,0.0042,0.0126,0.2016,0.1179,0.0625,0.0838,0.0352,0.1569,0.0008,0.0022,0.0889,0.0764,0.2353,0.0192,0.0096
7063,0.0048,0.1703,0.0026,0.0544,0.0559,0.1947,0,0.0168,0.0072,0.034,0.0229,0.0697,0.0043,0.0103,0.1557,0.1553,0.0587,0.0686,0.0223,0.09,0.0012,0.0013,0.0788,0.0857,0.2202,0.025,0.0045
7064,0.004,0.183,0.003,0.0428,0.0491,0.1561,0,0.0187,0.0053,0.0305,0.0244,0.0605,0.0042,0.0092,0.1431,0.1864,0.0336,0.0646,0.0139,0.0602,0.0021,0.0008,0.0824,0.0892,0.2251,0.0296,0.0042
7065,0.0039,0.1768,0.0026,0.0285,0.0473,0.1324,0,0.0181,0.0049,0.0191,0.028,0.0583,0.0037,0.0094,0.1341,0.2021,0.0254,0.058,0.0101,0.0489,0.0037,0.0005,0.0794,0.0888,0.1955,0.0307,0.006
7066,0.0053,0.1867,0.0028,0.0193,0.0615,0.1578,0,0.0222,0.0051,0.0141,0.0332,0.0628,0.0038,0.0098,0.1651,0.2518,0.0342,0.0679,0.0085,0.0859,0.0051,0.0003,0.0785,0.0831,0.1949,0.0285,0.0079
7067,0.0098,0.2404,0.0049,0.0088,0.088,0.2182,0,0.0272,0.0368,0.0223,0.0691,0.1317,0.0156,0.0149,0.1576,0.2454,0.0544,0.1583,0.0036,0.1689,0.0162,0.0023,0.1254,0.1177,0.2211,0.0633,0.0218
7068,0.0075,0.237,0.003,0.0459,0.0934,0.3048,0,0.0679,0.058,0.0414,0.0973,0.1628,0.0223,0.0219,0.2087,0.254,0.0685,0.1424,0.0039,0.2967,0.0109,0.0016,0.1234,0.1497,0.2241,0.0734,0.0221
7069,0.0038,0.2144,0.0005,0.0307,0.0769,0.301,0,0.1305,0.0642,0.0412,0.0968,0.142,0.0296,0.0187,0.2395,0.2224,0.0562,0.1034,0.0029,0.3455,0.0049,0.0042,0.0946,0.1179,0.1723,0.0732,0.0244
7070,0.0034,0.2037,0.0006,0.0184,0.0666,0.276,0,0.1762,0.068,0.031,0.0935,0.0968,0.0284,0.019,0.2483,0.1711,0.0527,0.0688,0.0052,0.3522,0.0036,0.0112,0.0879,0.0808,0.102,0.0674,0.0323
7071,0.0033,0.1935,0.0013,0.0145,0.0584,0.2644,0,0.1438,0.0772,0.0301,0.0935,0.0726,0.0231,0.0187,0.239,0.1255,0.055,0.0652,0.021,0.3451,0.004,0.0115,0.0861,0.0691,0.0651,0.0535,0.0275
7072,0.0026,0.1914,0.0016,0.0171,0.0503,0.2376,0,0.1118,0.0745,0.0342,0.093,0.0564,0.0211,0.0176,0.2444,0.1085,0.0589,0.0713,0.0389,0.342,0.0059,0.0101,0.0879,0.0852,0.0833,0.0516,0.0211
7073,0.0023,0.2128,0.0016,0.0263,0.0474,0.2156,0,0.0965,0.0843,0.0382,0.0956,0.0535,0.0217,0.0179,0.2555,0.1028,0.0701,0.0763,0.0471,0.3467,0.0106,0.0094,0.098,0.0996,0.1252,0.0594,0.0307
7074,0.0032,0.2409,0.0038,0.0344,0.0463,0.2375,0,0.0689,0.0896,0.0405,0.1005,0.0504,0.0231,0.0165,0.297,0.1185,0.0749,0.0805,0.0502,0.4124,0.0196,0.0132,0.1159,0.124,0.1642,0.064,0.0536
7075,0.007,0.2977,0.0064,0.0668,0.0535,0.2815,0,0.0597,0.0991,0.04,0.0996,0.0503,0.0237,0.0228,0.3521,0.1485,0.0869,0.0791,0.0581,0.5186,0.0159,0.0172,0.1441,0.1482,0.2283,0.0632,0.0649
7076,0.0094,0.3896,0.0073,0.1231,0.0654,0.3481,0,0.0604,0.1032,0.0414,0.1042,0.0451,0.0216,0.021,0.4368,0.1932,0.0983,0.0697,0.0828,0.645,0.0162,0.0107,0.1693,0.1567,0.3522,0.0606,0.0486
7077,0.0114,0.4373,0.0099,0.144,0.0803,0.4113,0,0.0962,0.083,0.0423,0.088,0.0398,0.0151,0.0132,0.475,0.2206,0.1181,0.0683,0.0966,0.7149,0.0143,0.0075,0.1827,0.1707,0.4319,0.0557,0.0331
7078,0.0037,0.4856,0.0084,0.1083,0.0729,0.3662,0,0.1257,0.0474,0.0445,0.0469,0.0268,0.0092,0.0083,0.4687,0.2076,0.0944,0.0454,0.0757,0.7302,0.0034,0.0044,0.1018,0.1663,0.4634,0.0387,0.0173
7079,0.0037,0.5568,0.0092,0.1051,0.1012,0.3811,0,0.1496,0.0213,0.0474,0.0259,0.0117,0.0079,0.0105,0.5166,0.2538,0.121,0.0598,0.0523,0.75,0.0071,0.0013,0.0773,0.1469,0.5337,0.0278,0.0232
7080,0.0333,0.5373,0.0098,0.1116,0.113,0.4226,0,0.1066,0.0197,0.0353,0.0261,0.016,0.0055,0.0099,0.5586,0.3035,0.0924,0.0843,0.0544,0.7293,0.0117,0.0024,0.1039,0.1626,0.5139,0.0283,0.0203
7081,0.0631,0.4653,0.0137,0.1012,0.1088,0.4051,0,0.0829,0.017,0.0218,0.0254,0.0236,0.0067,0.013,0.5633,0.3211,0.073,0.1049,0.0497,0.6395,0.0133,0.0028,0.1297,0.1671,0.4572,0.0286,0.0241
7082,0.0719,0.3973,0.0165,0.0836,0.0927,0.3628,0,0.0715,0.0144,0.0127,0.0221,0.0322,0.0081,0.0133,0.5661,0.3212,0.0551,0.1146,0.036,0.5087,0.0154,0.0031,0.1461,0.1709,0.367,0.0304,0.0201
7083,0.0551,0.3077,0.0157,0.0735,0.0807,0.3104,0,0.0795,0.0129,0.0092,0.0216,0.0349,0.009,0.0141,0.5121,0.2786,0.0494,0.1285,0.0278,0.3865,0.0169,0.0034,0.1499,0.1668,0.3212,0.0366,0.0149
7084,0.0369,0.2303,0.0146,0.0507,0.0651,0.2394,0,0.0721,0.011,0.0076,0.0223,0.0307,0.0071,0.0139,0.4098,0.2126,0.0405,0.1471,0.0203,0.2782,0.0111,0.0009,0.1404,0.1635,0.2718,0.0461,0.0118
7085,0.0324,0.1625,0.0153,0.0366,0.0496,0.1699,0,0.0742,0.008,0.0064,0.0243,0.0241,0.0061,0.0132,0.273,0.1486,0.0243,0.1655,0.0166,0.1876,0.0101,0.0005,0.1232,0.1706,0.2413,0.0572,0.0122
